jobid,level,tech_specialisation,country,state,salary_from,salary_to,currency,type,mode,visa_sponsorship,work_experience_years,education_level,cert_id,certification_text,is_mandatory
22451,Senior,Digital Forensics,Singapore,,,,,Full time,,,2,Bachelor Degree,9925,GIAC,0
22454,Senior,,Singapore,,,,,Full time,,,5,Bachelor Degree,9926,PMP,0
22456,Middle,GIS,Singapore,,,,,Contract/Temp,Remote,,3,Bachelor Degree,,,
22460,Lead,EUC,Singapore,,,,,Full time,,,,Bachelor Degree,9931,TOGAF,0
22460,Lead,EUC,Singapore,,,,,Full time,,,,Bachelor Degree,9932,Microsoft (except Azure),0
22461,Senior,C++,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
22465,Junior,.NET,Singapore,,,,,Full time,,,,Bachelor Degree,,,
22476,Junior,Desktop Support,Singapore,,2800,3300,SGD,Full time,Office,,1,Bachelor Degree,,,
22486,Middle,Tricentis Tosca,Singapore,,,,,Contract/Temp,,,2,Bachelor Degree,9939,Tricentis Tosca,1
22486,Middle,Tricentis Tosca,Singapore,,,,,Contract/Temp,,,2,Bachelor Degree,9940,ISTQB,0
22493,Middle,Cybersecurity,Singapore,,,,,Full time,,,4,Bachelor Degree,,,
22499,,Access Control and Monitoring Solutions,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
22501,Senior,Cloud,Singapore,,,,,Full time,,,7,Bachelor Degree,,,
22503,Middle,Biofuels and Feedstocks,Singapore,,,,,Full time,,,,Bachelor Degree,,,
22510,Middle,ASP.Net,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
22513,Middle,Java,Singapore,,,,,Full time,,,,Bachelor Degree,,,
22544,Middle,IVF Clinical Laboratory Equipment,Singapore,,,,,Full time,Hybrid,,3,Bachelor Degree,,,
22546,Middle,UX Design,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
22558,Lead,Testing & Quality Assurance,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
22569,Middle,Manufacturing,Singapore,,,,,Full time,,,,Bachelor Degree,,,
22575,Middle,Embedded Systems,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
22581,,ICT,Singapore,,,,,Full time,Hybrid,,5,Bachelor Degree,,,
22587,Middle,M365,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
22601,Senior,Cisco,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
22607,Senior,Event Management,Singapore,,,,,Full time,Office,,10,Bachelor Degree,,,
22614,Middle,Digital Human Technology,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
22616,Senior,Application Security,Singapore,,,,,Full time,,,2,Bachelor Degree,9980,ISC2 (CISSP/CCSP/SSCP),0
22616,Senior,Application Security,Singapore,,,,,Full time,,,2,Bachelor Degree,9981,OffSec (OSCP),0
22633,Middle,IT,Singapore,,,,,Contract/Temp,,,3,Bachelor Degree,9989,ITIL,0
22635,,,Singapore,,,,,Full time,,,5,Bachelor Degree,9990,Certified IT Project Manager,0
22635,,,Singapore,,,,,Full time,,,5,Bachelor Degree,9991,PMP,0
22635,,,Singapore,,,,,Full time,,,5,Bachelor Degree,9992,Certified Information Technology Project Manager (CITPM),0
22635,,,Singapore,,,,,Full time,,,5,Bachelor Degree,9993,Certified ScrumMaster (CSM),0
22651,Middle,Network Engineering,Singapore,,,,,Full time,Office,,2,Bachelor Degree,,,
22665,,HR Systems,Singapore,,,,,Full time,,,2,Bachelor Degree,,,
22674,Senior,NeoXam Datahub,Singapore,,,,,Full time,Office,,8,Bachelor Degree,,,
22689,Senior,Governance,Singapore,,,,,Full time,,No,,Bachelor Degree,,,
22711,Lead,.NET,Singapore,,,,,Contract/Temp,,,4,Bachelor Degree,10012,ITIL,1
22713,Junior,GIS,Singapore,,,,,,Remote,,,Bachelor Degree,,,
22721,Middle,Digital Human Technology,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
22731,Senior,Network,Singapore,,,,,Full time,,,5,Bachelor Degree,10014,Cisco (CCNA/CCNP/CCIE),1
22731,Senior,Network,Singapore,,,,,Full time,,,5,Bachelor Degree,10015,CCDP,1
22731,Senior,Network,Singapore,,,,,Full time,,,5,Bachelor Degree,10016,Azure,1
22731,Senior,Network,Singapore,,,,,Full time,,,5,Bachelor Degree,10017,ISC2 (CISSP/CCSP/SSCP),0
22731,Senior,Network,Singapore,,,,,Full time,,,5,Bachelor Degree,10018,Certified Kubernetes Administrator,0
22764,,Data Management,Singapore,,,,,Full time,Hybrid,,4,Bachelor Degree,,,
22795,Senior,,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
22959,,IT Service Delivery,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
22964,Lead,IT Service Management,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
22970,,System Management,Singapore,,,,,Contract/Temp,,,8,Bachelor Degree,,,
22990,Middle,Murex,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
22996,Middle,Data Analysis,Singapore,,,,,Full time,,,2,Bachelor Degree,,,
22997,Senior,Java Spring Framework,Singapore,,,,,Full time,,,,Bachelor Degree,,,
22998,Middle,Agile,Singapore,,,,,Full time,,,,Bachelor Degree,10089,Scrum Master certification,0
23007,Junior,Mobile App,Singapore,,,,,Full time,,,,Bachelor Degree,,,
23011,Senior,Agile,Singapore,,,,,Full time,,,,Bachelor Degree,10093,Scrum Master,0
23011,Senior,Agile,Singapore,,,,,Full time,,,,Bachelor Degree,10094,PMP,0
23070,Middle,Windows,Singapore,,,,,Full time,,,2,Bachelor Degree,,,
23077,Middle,Client Support,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
23086,Senior,Software Testing,Singapore,,62000,100750,SGD,Contract/Temp,,,,Bachelor Degree,,,
23088,Middle,Golang,Singapore,,,,,Full time,Office,,2,Bachelor Degree,,,
23104,Senior,Java,Singapore,,,,,Contract/Temp,,,5,Bachelor Degree,,,
23106,Senior,Project Management,Singapore,,6500,8500,SGD,Full time,,,5,Bachelor Degree,10130,Certified IT Project Manager,0
23106,Senior,Project Management,Singapore,,6500,8500,SGD,Full time,,,5,Bachelor Degree,10131,PMP,0
23106,Senior,Project Management,Singapore,,6500,8500,SGD,Full time,,,5,Bachelor Degree,10132,Certified Information Technology Project Manager (CITPM),0
23106,Senior,Project Management,Singapore,,6500,8500,SGD,Full time,,,5,Bachelor Degree,10133,Certified ScrumMaster (CSM),0
23198,Middle,Java,Singapore,,2800,4500,SGD,Full time,,Yes,3,Bachelor Degree,10152,Microsoft (except Azure),0
23201,,Machine Learning,Singapore,,,,,Full time,,No,,Bachelor Degree,,,
23207,Senior,Full Stack,Singapore,,,,,Full time,,,8,Bachelor Degree,10153,AWS,0
23230,Junior,Data Analytics,Singapore,,2600,3200,SGD,Full time,Office,,,Bachelor Degree,,,
23259,Middle,ServiceNow,Singapore,,,,,Full time,,,1,Bachelor Degree,,,
23276,,AI,Singapore,,,,,Full time,,,6,Bachelor Degree,,,
23281,Senior,Business Process,Singapore,,,,,Full time,,,4,Bachelor Degree,,,
23293,Senior,HealthTech,Singapore,,,,,Full time,,,9,Bachelor Degree,,,
23429,Senior,Project Management,Singapore,,,,,Full time,Remote,,,Bachelor Degree,10214,PMP,1
23439,Senior,Digital Transformation,Singapore,,6000,7000,SGD,Full time,,,,Bachelor Degree,10215,PMP,0
23439,Senior,Digital Transformation,Singapore,,6000,7000,SGD,Full time,,,,Bachelor Degree,10216,PMI,0
23439,Senior,Digital Transformation,Singapore,,6000,7000,SGD,Full time,,,,Bachelor Degree,10217,ITIL,0
23449,Middle,Ansible,Singapore,,,,,Full time,,,3,Bachelor Degree,10220,F5 Certified Technology Specialist (CTS),0
23449,Middle,Ansible,Singapore,,,,,Full time,,,3,Bachelor Degree,10221,Red Hat (RHCSA/RHCE/RHCA),0
23462,Lead,Java,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
23468,,Games,Singapore,,6500,6500,,Full time,,,,Bachelor Degree,,,
23472,Middle,Software Engineering,Singapore,,,,,Full time,,,4,Bachelor Degree,,,
23528,,Data Engineering,Singapore,,,,,Full time,,,1,Bachelor Degree,,,
23664,Middle,DevOps,Singapore,,,,,Full time,,,,Bachelor Degree,,,
23666,Senior,Cybersecurity,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
23668,Senior,SRE,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
23679,,Cloud Engineering,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
23681,,Information Security,Singapore,,,,,Full time,,,,Bachelor Degree,10289,CompTIA (A+/Network+/Linux+/Security+),0
23681,,Information Security,Singapore,,,,,Full time,,,,Bachelor Degree,10290,Certified Ethical Hacker (CEH),0
23681,,Information Security,Singapore,,,,,Full time,,,,Bachelor Degree,10291,OffSec (OSCP),0
23688,Senior,Cloud Operations,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
23692,Middle,Binary Vulnerability,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
23693,Junior,Machine Learning,Singapore,,,,,Full time,,,,Bachelor Degree,,,
23698,,Machine Learning,Singapore,,,,,Full time,,,,Bachelor Degree,,,
23699,Senior,AWS,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
23702,Junior,,Singapore,,,,,Full time,,,,Bachelor Degree,,,
23713,Senior,XSOAR,Singapore,,,,,Full time,Hybrid,,,Bachelor Degree,10292,GCIA,0
23713,Senior,XSOAR,Singapore,,,,,Full time,Hybrid,,,Bachelor Degree,10293,ISC2 (CISSP/CCSP/SSCP),0
23713,Senior,XSOAR,Singapore,,,,,Full time,Hybrid,,,Bachelor Degree,10294,DevOps,0
23715,,Search,Singapore,,,,,Full time,,,,Bachelor Degree,,,
23729,Senior,Site Reliability Engineering,Singapore,,,,,Full time,,,,Bachelor Degree,,,
23734,Senior,AI,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
23739,Middle,Business Intelligence,Singapore,,,,,Full time,,,,Bachelor Degree,,,
23762,Middle,Flutter/React Native,Singapore,,7000,8000,SGD,Full time,,,,Bachelor Degree,,,
23789,Senior,SAP,Singapore,,8000,12000,SGD,Full time,,,,Bachelor Degree,10308,PMP,0
23789,Senior,SAP,Singapore,,8000,12000,SGD,Full time,,,,Bachelor Degree,10309,SAP,0
23789,Senior,SAP,Singapore,,8000,12000,SGD,Full time,,,,Bachelor Degree,10310,S/4HANA certification,0
23790,Middle,SAP,Singapore,,8000,12000,SGD,Full time,,,5,Bachelor Degree,,,
23802,Junior,Cybersecurity,Singapore,,,,,Full time,,,,Bachelor Degree,10312,ISC2 (CISSP/CCSP/SSCP),0
23802,Junior,Cybersecurity,Singapore,,,,,Full time,,,,Bachelor Degree,10313,Certified Ethical Hacker (CEH),0
23802,Junior,Cybersecurity,Singapore,,,,,Full time,,,,Bachelor Degree,10314,OffSec (OSCP),0
23802,Junior,Cybersecurity,Singapore,,,,,Full time,,,,Bachelor Degree,10315,CompTIA (A+/Network+/Linux+/Security+),0
23844,Senior,T24,Singapore,,,,,Full time,,,12,Bachelor Degree,,,
23904,,AWS,Singapore,,,,,Full time,,,2,Bachelor Degree,10376,AWS,0
23904,,AWS,Singapore,,,,,Full time,,,2,Bachelor Degree,10377,Linux,0
23981,Senior,Web Development,Singapore,,,,,Contract/Temp,,,8,Bachelor Degree,,,
23993,Middle,Networks & Systems Administration,Singapore,,4500,5500,SGD,Full time,,,3,Bachelor Degree,,,
24042,Senior,Application Development,Singapore,,7000,8000,SGD,Full time,Office,,5,Bachelor Degree,,,
24100,Middle,Software Development,Singapore,,5000,6000,SGD,Contract/Temp,,,3,Bachelor Degree,,,
24148,Middle,SAP Finance,Singapore,,,,,Full time,,,5,Bachelor Degree,10518,ITIL,1
24167,Middle,Networks,Singapore,,6000,8000,SGD,Full time,,,5,Bachelor Degree,,,
24191,Junior,Financial Services,Singapore,,,,,Full time,Office,,,Bachelor Degree,,,
24207,Middle,Cloud,Singapore,,,,,Full time,,,,Bachelor Degree,,,
24221,Middle,Penetration Testing,Singapore,,,,,Full time,,,,Bachelor Degree,,,
24224,Senior,Systems Architecture,Singapore,,,,,Contract/Temp,,,,Bachelor Degree,10542,AWS,0
24224,Senior,Systems Architecture,Singapore,,,,,Contract/Temp,,,,Bachelor Degree,10544,Cisco (CCNA/CCNP/CCIE),0
24230,Senior,Network & Security,Singapore,,,,,Contract/Temp,,,8,Bachelor Degree,10546,Cisco (CCNA/CCNP/CCIE),1
24230,Senior,Network & Security,Singapore,,,,,Contract/Temp,,,8,Bachelor Degree,10547,Cisco (CCNA/CCNP/CCIE),1
24230,Senior,Network & Security,Singapore,,,,,Contract/Temp,,,8,Bachelor Degree,10548,PCNSE,1
24230,Senior,Network & Security,Singapore,,,,,Contract/Temp,,,8,Bachelor Degree,10549,CCSE,1
24230,Senior,Network & Security,Singapore,,,,,Contract/Temp,,,8,Bachelor Degree,10550,AWS,1
24232,,Artificial Intelligence,Singapore,,,,,Full time,,,0,Bachelor Degree,,,
24236,Middle,Cloud Computing,Singapore,,10000,12000,,Full time,,,2,Bachelor Degree,,,
24240,Junior,,Singapore,,,,,Full time,,,0,Bachelor Degree,,,
24241,,Data Science,Singapore,,,,,Full time,,,,Bachelor Degree,,,
24263,Lead,Operational Excellence,Singapore,,,,,Full time,Hybrid,,5,Bachelor Degree,,,
24267,Middle,Project Management,Singapore,,,,,Contract/Temp,,,3,Bachelor Degree,10561,PMP,0
24268,Senior,CargoWise,Singapore,,,,,Full time,,,15,Bachelor Degree,,,
24269,Senior,Cisco Unified Communications,Singapore,,,,,Contract/Temp,,,3,Bachelor Degree,10562,Cisco (CCNA/CCNP/CCIE),0
24270,Lead,SAP,Singapore,,,,,Full time,,,10,Bachelor Degree,10564,S/4 HANA certification,0
24278,Middle,AWS,Singapore,,,,,Contract/Temp,,,,Bachelor Degree,,,
24279,,Cloud Computing,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
24293,Middle,,Singapore,,,,,Full time,,,,Bachelor Degree,,,
24296,Senior,Quality Management,Singapore,,,,,Full time,,,,Bachelor Degree,10570,PMP,0
24300,Senior,Supply Chain,Singapore,,,,,Full time,,,6,Bachelor Degree,,,
24308,Senior,Embedded Systems,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
24313,Senior,Salesforce,Singapore,,,,,Full time,,,10,Bachelor Degree,,,
24319,Senior,Programme & Project Management,Singapore,,,,,Full time,Hybrid,,,Bachelor Degree,10579,PMP,0
24321,Middle,SaaS,Singapore,,,,,Full time,,,,Bachelor Degree,,,
24327,Middle,AI,Singapore,,,,,Full time,,,,Bachelor Degree,,,
24337,Senior,SAP,Singapore,,,,,Full time,,,8,Bachelor Degree,10581,SAP,0
24352,Middle,Network Services,Singapore,,,,,Full time,,,5,Bachelor Degree,10585,Cisco (CCNA/CCNP/CCIE),0
24352,Middle,Network Services,Singapore,,,,,Full time,,,5,Bachelor Degree,10586,Cisco (CCNA/CCNP/CCIE),0
24357,Middle,Network Engineering,Singapore,,4000,5800,SGD,Full time,,,,Bachelor Degree,10592,HCIE,0
24357,Middle,Network Engineering,Singapore,,4000,5800,SGD,Full time,,,,Bachelor Degree,10593,Cisco (CCNA/CCNP/CCIE),0
24357,Middle,Network Engineering,Singapore,,4000,5800,SGD,Full time,,,,Bachelor Degree,10594,PMP,0
24361,Senior,Cloud Computing,Singapore,,,,,Full time,,,,Bachelor Degree,,,
24362,Middle,IT Support,Singapore,,,,,Full time,,,2,Bachelor Degree,10596,SOC2,0
24362,Middle,IT Support,Singapore,,,,,Full time,,,2,Bachelor Degree,10597,ISO 27001,0
24369,Senior,AWS,Singapore,,,,,Contract/Temp,,,8,Bachelor Degree,,,
24370,Middle,Machine Learning,Singapore,,,,,Full time,,,,Bachelor Degree,,,
24373,Middle,Backend Development,Singapore,,,,,Contract/Temp,,,,Bachelor Degree,,,
24375,Lead,Software Development,Singapore,,,,,Full time,,,8,Bachelor Degree,,,
24381,Senior,C#,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
24382,Middle,Business Analysis,Singapore,,,,,Full time,,,,Bachelor Degree,,,
24387,Senior,Procurement,Singapore,,,,,Full time,,,5,Bachelor Degree,10600,Certification in Project Management,0
24408,Middle,Integration,Singapore,,,,,Full time,,,,Bachelor Degree,,,
24409,Middle,iOS,Singapore,,,,,Full time,,,1,Bachelor Degree,,,
24480,Middle,Operations,Singapore,,,,,Full time,,,2,Bachelor Degree,,,
24481,Middle,Software Testing,Singapore,,,,,Full time,,,,Bachelor Degree,,,
24494,Senior,Entrade,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
24517,Senior,Data Protection,Singapore,,,,,Full time,,,10,Bachelor Degree,10641,Certification in data protection and cybersecurity,0
24567,Middle,IT Support,Singapore,,,,,Full time,Hybrid,,,Bachelor Degree,10663,ITIL,1
24580,Senior,eCommerce,Singapore,,6000,10000,SGD,Contract/Temp,,,7,Bachelor Degree,,,
24600,Middle,Project Management,Singapore,,4000,5000,SGD,Full time,,,4,Bachelor Degree,,,
24696,Middle,,Singapore,,,,,Full time,,,,Bachelor Degree,,,
24703,,Project Management,Singapore,,,,,Full time,,,10,Bachelor Degree,10719,PMP,1
24745,Senior,Application Systems,Singapore,,,,,Full time,Hybrid,,8,Bachelor Degree,10731,PMP,0
24745,Senior,Application Systems,Singapore,,,,,Full time,Hybrid,,8,Bachelor Degree,10732,CITPM,0
24903,Lead,Full Stack,Singapore,,,,SGD,Full time,,,5,Bachelor Degree,,,
24908,Middle,Cyber Security,Singapore,,,,,Full time,,,2,Bachelor Degree,10794,ISC2 (CISSP/CCSP/SSCP),0
24908,Middle,Cyber Security,Singapore,,,,,Full time,,,2,Bachelor Degree,10795,ISACA (CISA/CISM/CRISC),0
24908,Middle,Cyber Security,Singapore,,,,,Full time,,,2,Bachelor Degree,10796,Certified Ethical Hacker (CEH),0
24908,Middle,Cyber Security,Singapore,,,,,Full time,,,2,Bachelor Degree,10797,GCIH,0
24963,Senior,Networks,Singapore,,,,,Full time,,,,Bachelor Degree,10822,Cisco (CCNA/CCNP/CCIE),0
24963,Senior,Networks,Singapore,,,,,Full time,,,,Bachelor Degree,10823,JNCIE,0
24981,Senior,Networks & Systems Administration,Singapore,,,,,Full time,Hybrid,,,Bachelor Degree,10829,GCIA,0
24981,Senior,Networks & Systems Administration,Singapore,,,,,Full time,Hybrid,,,Bachelor Degree,10830,ISC2 (CISSP/CCSP/SSCP),0
24981,Senior,Networks & Systems Administration,Singapore,,,,,Full time,Hybrid,,,Bachelor Degree,10831,DevOps,0
24991,Middle,Digital Synthesis,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
24999,,IT Infrastructure,Singapore,,,,,Contract/Temp,,,8,Bachelor Degree,10852,ITIL,0
25000,Senior,Networks & Systems Administration,Singapore,,,,,Full time,,,2,Bachelor Degree,10853,Microsoft (except Azure),0
25000,Senior,Networks & Systems Administration,Singapore,,,,,Full time,,,2,Bachelor Degree,10854,Cisco (CCNA/CCNP/CCIE),0
25000,Senior,Networks & Systems Administration,Singapore,,,,,Full time,,,2,Bachelor Degree,10855,Cisco (CCNA/CCNP/CCIE),0
25000,Senior,Networks & Systems Administration,Singapore,,,,,Full time,,,2,Bachelor Degree,10856,VCP in Data Centre Virtualization,0
25001,,Quality Assurance,Singapore,,,,,Contract/Temp,,,6,Bachelor Degree,,,
25038,Middle,IT Infrastructure,Singapore,,,,,Full time,Hybrid,Yes,6,Bachelor Degree,10864,ITIL,1
25039,Middle,,Singapore,,,,,Full time,,,,Bachelor Degree,,,
25055,Middle,Security,Singapore,,,,,Full time,,,6,Bachelor Degree,10869,ISC2 (CISSP/CCSP/SSCP),0
25055,Middle,Security,Singapore,,,,,Full time,,,6,Bachelor Degree,10870,ISC2 (CISSP/CCSP/SSCP),0
25055,Middle,Security,Singapore,,,,,Full time,,,6,Bachelor Degree,10871,ISACA (CISA/CISM/CRISC),0
25055,Middle,Security,Singapore,,,,,Full time,,,6,Bachelor Degree,10872,ISACA (CISA/CISM/CRISC),0
25090,Senior,Energy,Singapore,,,,,Full time,,,4,Bachelor Degree,,,
25100,Senior,,Singapore,,,,,Full time,,,,Bachelor Degree,,,
25160,,IT Support,Singapore,,3000,3500,SGD,Full time,,,,Bachelor Degree,,,
25213,Middle,System Administration,Singapore,,,,,Full time,,,1,Bachelor Degree,10974,Systems Administration/System Engineer certification,1
25252,Senior,Hardware,Singapore,,3600,4200,SGD,Full time,,,2,Bachelor Degree,10978,ASQ,0
25253,Senior,Cybersecurity,Singapore,,,,,Full time,,,,Bachelor Degree,10979,ISC2 (CISSP/CCSP/SSCP),1
25253,Senior,Cybersecurity,Singapore,,,,,Full time,,,,Bachelor Degree,10980,ISACA (CISA/CISM/CRISC),1
25253,Senior,Cybersecurity,Singapore,,,,,Full time,,,,Bachelor Degree,10981,GIAC,1
25274,,IT Project Management,Singapore,,,,,Full time,,,,Bachelor Degree,,,
25321,Senior,Windows Device Driver,Singapore,,4800,7000,SGD,Full time,,,5,Bachelor Degree,,,
25339,Senior,Network,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
25363,,IT Management,Singapore,,6000,6800,SGD,Full time,,,8,Bachelor Degree,11021,Cyber security,0
25363,,IT Management,Singapore,,6000,6800,SGD,Full time,,,8,Bachelor Degree,11022,Network security,0
25401,Middle,Linux,Singapore,,,,,Full time,,,,Bachelor Degree,,,
25406,Middle,IT Security,Singapore,,3800,4800,SGD,Full time,,,1,Bachelor Degree,,,
25427,Lead,SQL,Singapore,,3667,5500,SGD,Full time,,,2,Bachelor Degree,,,
25462,Senior,SAP FICO,Singapore,,1000,8000,SGD,Contract/Temp,,,5,Bachelor Degree,11083,SAP,0
25494,Junior,CPU,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
25517,Senior,Cybersecurity,Singapore,,,,,Full time,,,,Bachelor Degree,,,
25555,Middle,Java,Singapore,,,,,Full time,,,,Bachelor Degree,,,
25557,Senior,GRC,Singapore,,6000,8000,SGD,Full time,,,4,Bachelor Degree,11112,ITIL,0
25557,Senior,GRC,Singapore,,6000,8000,SGD,Full time,,,4,Bachelor Degree,11113,COBIT,0
25557,Senior,GRC,Singapore,,6000,8000,SGD,Full time,,,4,Bachelor Degree,11114,PMP,0
25557,Senior,GRC,Singapore,,6000,8000,SGD,Full time,,,4,Bachelor Degree,11115,DRM/BCM,0
25557,Senior,GRC,Singapore,,6000,8000,SGD,Full time,,,4,Bachelor Degree,11116,ISC2 (CISSP/CCSP/SSCP),0
25586,Junior,Data Management,Singapore,,3500,4500,SGD,Full time,,,1,Bachelor Degree,,,
25626,Middle,IT Infrastructure,Singapore,,,,,Full time,,,2,Bachelor Degree,,,
25695,Middle,Blockchain,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
25715,Middle,Systems Analyst,Singapore,,,,,Contract/Temp,,,2,Bachelor Degree,,,
25716,Senior,ReactJS,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
25796,Middle,Networks,Singapore,,,,,Full time,Office,,2,Bachelor Degree,,,
25800,,Data Engineering,Singapore,,,,,Full time,,,0,Bachelor Degree,,,
25880,,,Singapore,,5000,6500,SGD,Contract/Temp,,,1,Bachelor Degree,,,
25892,Senior,ASP.Net,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
25919,Senior,C#,Singapore,,,,,Full time,,,,Bachelor Degree,,,
25923,Middle,AI/ML,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
25928,Middle,SDLC,Singapore,,4000,6000,SGD,Full time,,,,Bachelor Degree,,,
25949,Junior,Enterprise Architecture,Singapore,,,,,Contract/Temp,,,1,Bachelor Degree,11321,TOGAF certification,0
26001,Senior,Data & AI,Singapore,,,,,Full time,,,8,Bachelor Degree,11344,AWS,1
26001,Senior,Data & AI,Singapore,,,,,Full time,,,8,Bachelor Degree,11345,AWS,1
26019,Middle,Linux,Singapore,,8000,12000,SGD,Full time,,,,Bachelor Degree,,,
26091,Middle,Oracle,Singapore,,,,,Contract/Temp,,,3,Bachelor Degree,,,
26145,,SAP,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
26169,Senior,ASIC/FPGA,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
26236,Senior,OutSystems,Singapore,,,,,Full time,,,8,Bachelor Degree,11412,Certified OutSystems professional,1
26259,,ERP,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
26261,Senior,Cybersecurity,Singapore,,,,,Full time,Office,,3,Bachelor Degree,11426,ISC2 (CISSP/CCSP/SSCP),0
26261,Senior,Cybersecurity,Singapore,,,,,Full time,Office,,3,Bachelor Degree,11427,ISACA (CISA/CISM/CRISC),0
