jobid,level,tech_specialisation,country,state,salary_from,salary_to,currency,type,mode,visa_sponsorship,work_experience_years,education_level,cert_id,certification_text,is_mandatory
25786,,Data Engineering,Singapore,,,,,Full time,Hybrid,,0,Bachelor Degree,,,
25783,,AI,Singapore,,,,,Full time,Hybrid,,0,Bachelor Degree,,,
25790,,Prompt Engineer,Singapore,,,,,Full time,,,0,Bachelor Degree,,,
27253,Middle,Systems Integration,Singapore,,,,,Contract/Temp,,,2,Bachelor Degree,,,
16435,,Software Development,Singapore,,,,,Full time,,,2,Bachelor Degree,,,
27241,Senior,Linux/Windows Administration,Singapore,,,,,Full time,,,5,Bachelor Degree,11852,CITPM,0
27241,Senior,Linux/Windows Administration,Singapore,,,,,Full time,,,5,Bachelor Degree,11853,PMP,0
27241,Senior,Linux/Windows Administration,Singapore,,,,,Full time,,,5,Bachelor Degree,11854,VCP,0
27241,Senior,Linux/Windows Administration,Singapore,,,,,Full time,,,5,Bachelor Degree,11855,ITIL,0
27241,Senior,Linux/Windows Administration,Singapore,,,,,Full time,,,5,Bachelor Degree,11856,Cisco (CCNA/CCNP/CCIE),0
25769,Junior,Machine Learning,Singapore,,,,,Full time,,,0,Bachelor Degree,,,
24239,Senior,DFL,Singapore,,,,,Full time,,,7,Bachelor Degree,,,
26761,Senior,Java/J2EE,Singapore,,,,,Full time,,,5,Bachelor Degree,11630,Certification in Java/J2EE,1
26761,Senior,Java/J2EE,Singapore,,,,,Full time,,,5,Bachelor Degree,11631,Certification in Business Process Management (BPM) or workflow systems,1
28091,Senior,Java/J2EE,Singapore,,,,,Full time,,,8,Bachelor Degree,12212,Java/J2EE,1
28091,Senior,Java/J2EE,Singapore,,,,,Full time,,,8,Bachelor Degree,12213,Business Process Management (BPM) or workflow systems,1
22611,Junior,"Valuation, Modelling, Economics",Singapore,,,,,Full time,,,,Bachelor Degree,,,
10140,,Financial Services,Singapore,,,,,Full time,,,,Bachelor Degree,,,
22584,Junior,Tax Technology and Transformation,Singapore,,,,,Full time,,,,Bachelor Degree,,,
8788,Middle,Sales,Singapore,,,,,Full time,,,4,Bachelor Degree,,,
8861,,Sales,Singapore,,,,,Full time,,,4,Bachelor Degree,,,
23118,Senior,Project Management,Singapore,,,,,,,,,Bachelor Degree,,,
21056,,Software Engineering,Singapore,,,,,Full time,,,,Bachelor Degree,,,
3444,Junior,Data Analytics,Singapore,,,,,Full time,,,,Bachelor Degree,,,
24286,Middle,IT Support,Singapore,,,,,Contract/Temp,,,,,,,
20,Lead,Cloud Architecture,Singapore,,,,,Full time,,,10,,,,
53,,Technology Group,Singapore,,,,,Full time,,,10,,,,
89,Middle,Automation Testing,Singapore,,,,,Full time,,,3,,,,
92,Senior,Web Development,Singapore,,,,,Full time,,,5,,,,
98,Junior,C++,Singapore,,,,,Full time,,,0,,,,
100,Middle,SharePoint,Singapore,,,,,Full time,,,3,,,,
105,Middle,Cyber Security,Singapore,,,,,Full time,,,,,,,
107,,,Singapore,,,,,Contract/Temp,,,,,,,
108,Middle,Data Engineering,Singapore,,,,,Contract/Temp,,,5,,,,
109,Middle,Java,Singapore,,,,,Full time,,,6,,,,
190,Middle,Data Center,Singapore,,2800,4000,SGD,Full time,,,,,,,
194,Junior,IT Support,Singapore,,2700,3000,SGD,Full time,Hybrid,,,,,,
205,,,Singapore,,3000,4000,SGD,Full time,,,2,,,,
209,Middle,Game Development,Singapore,,,,,Full time,,No,3,,,,
210,Senior,Oracle Fusion,Singapore,,,,,Full time,,,5,,,,
247,,Information & Communication Technology,Singapore,,5000,7000,SGD,Full time,,,,,,,
273,,IT Support,Singapore,,4000,5500,SGD,Full time,,,,,,,
286,Senior,Workday,Singapore,,6000,9000,SGD,Full time,,,,,,,
287,Senior,Workday,Singapore,,6000,9000,SGD,Full time,,,,,,,
307,Senior,Project Management,Singapore,,,,,Full time,,,5,,,,
308,Senior,AWS,Singapore,,,,,Full time,,,5,,109,AWS,0
308,Senior,AWS,Singapore,,,,,Full time,,,5,,110,AWS,0
309,Senior,React,Singapore,,,,,Full time,,,5,,,,
344,Middle,Onboard Electronics Devices,Singapore,,5500,7200,SGD,Full time,,,5,,,,
377,Middle,Sitefinity,Singapore,,,,,Contract/Temp,,,,,,,
411,Senior,IT,Singapore,,4000,6000,SGD,Full time,,,,,,,
415,Middle,Endpoint Administrator,Singapore,,2500,3500,SGD,Full time,Office,,,,149,Microsoft (except Azure),0
462,Junior,,Singapore,,2000,2500,SGD,Contract/Temp,,,,,,,
496,Senior,SAP,Singapore,,,,,Contract/Temp,,,,,,,
497,Senior,SAP BTP,Singapore,,,,,Contract/Temp,,,2,,192,SAP,1
498,Senior,SAP FSCM,Singapore,,,,,Contract/Temp,,,,,,,
528,Lead,Data Center Management,Singapore,,3000,3400,SGD,Contract/Temp,,,3,,,,
594,Senior,DevSecOps,Singapore,,,,,Full time,,,5,,,,
637,Middle,CCTV,Singapore,,4700,7000,SGD,Full time,,,1,,253,Cisco (CCNA/CCNP/CCIE),0
637,Middle,CCTV,Singapore,,4700,7000,SGD,Full time,,,1,,254,Cisco (CCNA/CCNP/CCIE),0
653,Senior,Cloud Protection & Licensing,Singapore,,,,,Full time,,,10,,,,
656,,Networks & Systems Administration,Singapore,,4000,4500,SGD,Full time,,,,,,,
674,Middle,Data Centre Operations,Singapore,,3500,4500,SGD,Contract/Temp,,,,,268,ITIL,0
688,Middle,Maps,Singapore,,4000,5500,SGD,Contract/Temp,,,,,,,
712,,IT Infrastructure,Singapore,,,,,Full time,,,,,,,
713,,,Singapore,,,,,Full time,,,,,,,
744,,ServiceNow,Singapore,,4500,5500,SGD,Full time,,,1,,,,
762,,Algorithm,Singapore,,5000,7500,SGD,Full time,,,,,,,
790,Junior,,Singapore,,,,,Full time,,,,,,,
793,Junior,Networks & Systems Administration,Singapore,,,,,Full time,,,,,,,
852,Middle,Temenos,Singapore,,,,SGD,Contract/Temp,,,,,,,
878,Middle,Monitoring Support,Singapore,,,,,Full time,,,,,,,
903,,Linux,Singapore,,5000,5000,SGD,Contract/Temp,,,,,,,
981,Middle,Nutanix,Singapore,,7000,10000,SGD,Contract/Temp,Hybrid,,,,,,
995,Middle,IT Operations,Singapore,,,,,Contract/Temp,,,,,,,
1067,Middle,Database Administration,Singapore,,,,,Full time,,,5,,,,
1104,Senior,ICT,Singapore,,4000,4500,SGD,Full time,Office,,3,,,,
1108,Middle,Cybersecurity,Singapore,,,,,Full time,,,3,,513,PMP,1
1108,Middle,Cybersecurity,Singapore,,,,,Full time,,,3,,514,ITIL,0
1108,Middle,Cybersecurity,Singapore,,,,,Full time,,,3,,515,ISC2 (CISSP/CCSP/SSCP),0
1127,Junior,,Singapore,,11,15,SGD,Part time,,,,,,,
1158,Junior,IT,Singapore,,,,,Full time,,,,,,,
1173,Senior,AV,Singapore,,,,,Full time,,,2,,543,Professional Certificate,1
1173,Senior,AV,Singapore,,,,,Full time,,,2,,544,NiTEC,1
1257,Junior,Windows,Singapore,,2500,3500,SGD,Full time,,,,,,,
1315,Senior,Insurance Project,Singapore,,8000,10500,SGD,Contract/Temp,,,2,,,,
1322,Junior,Database Administration,Singapore,,,,,Full time,,,1,,,,
1325,Senior,Insurance Technology,Singapore,,10000,15000,SGD,Full time,,,,,,,
1342,Senior,Digital Transformation,Singapore,,,,,Full time,,,2,,,,
1359,Middle,Database,Singapore,,2800,3000,SGD,Contract/Temp,,,,,,,
1364,Senior,TypeScript,Singapore,,6333,9500,SGD,Contract/Temp,Hybrid,,,,,,
1384,Middle,System Engineering,Singapore,,,,,Full time,,,4,,,,
1420,,Data Engineering,Singapore,,,,,Full time,,,2,,,,
1421,Junior,Marketing,Singapore,,,,,Contract/Temp,Office,,,,,,
1423,,Compliance,Singapore,,,,,Full time,,,10,,692,Scrum Master,0
1423,,Compliance,Singapore,,,,,Full time,,,10,,693,Product Owner,0
1423,,Compliance,Singapore,,,,,Full time,,,10,,694,Project Management,0
1424,Middle,Marketing,Singapore,,,,,Contract/Temp,Office,,,,,,
1441,Middle,Golang,Singapore,,4000,5000,SGD,Full time,,,,,,,
1465,Middle,Business Intelligence,Singapore,,,,,Full time,,,3,,,,
1489,Middle,Networks,Singapore,,,,,Full time,,,,,,,
1516,,Industrial Control Systems,Singapore,,,,,Full time,,,,,,,
1569,Senior,IT,Singapore,,,,,Full time,,,,,,,
1593,,AI/ML,Singapore,,,,,Full time,,,,,,,
1647,Senior,Operations,Singapore,,,,,Full time,,,,,,,
1669,Senior,Networks,Singapore,,5000,7000,SGD,Full time,,,,,,,
1677,Middle,Python,Singapore,,,,,Full time,,,,,,,
1708,Middle,Project Management,Singapore,,6000,8000,SGD,Full time,,,,,,,
1716,Middle,Security,Singapore,,4000,5000,SGD,Full time,Office,,,,876,CPR certification,0
1722,Middle,VMware,Singapore,,4500,5500,SGD,Full time,,,,,,,
1796,Middle,Project Management,Singapore,,3000,4500,SGD,Full time,,,2,,,,
1811,Middle,C#,Singapore,,,,,Full time,,,3,,,,
1814,,Algorithm,Singapore,,4500,6500,SGD,Full time,,,,,,,
1815,Middle,SAP FICO,Singapore,,,,,Full time,,,2,,,,
1835,,Cyber Threat Intelligence,Singapore,,,,,Full time,,,,,,,
1877,Middle,Testing & Quality Assurance,Singapore,,1800,2000,SGD,Contract/Temp,,,,,,,
1880,Senior,SAP,Singapore,,8500,,SGD,Contract/Temp,Office,,10,,,,
1995,Middle,Desktop Support,Singapore,,2700,3900,SGD,Full time,Office,,,,,,
2019,Senior,Python,Singapore,,,,,Full time,,,5,,,,
2175,Middle,Software Development,Singapore,,,,,Full time,,,3,,1095,PMP,1
2175,Middle,Software Development,Singapore,,,,,Full time,,,3,,1096,ITIL,0
2175,Middle,Software Development,Singapore,,,,,Full time,,,3,,1097,ISC2 (CISSP/CCSP/SSCP),0
2287,Middle,Security,Singapore,,,,,Full time,,,,,,,
2294,,Loyalty Products,Singapore,,,,,Full time,,,,,,,
2297,,,Singapore,,,,,Full time,,,,,,,
2364,Middle,Security,Singapore,,3500,5200,SGD,Full time,,,3,,1161,Cisco (CCNA/CCNP/CCIE),0
2364,Middle,Security,Singapore,,3500,5200,SGD,Full time,,,3,,1162,Cisco (CCNA/CCNP/CCIE),0
2364,Middle,Security,Singapore,,3500,5200,SGD,Full time,,,3,,1163,MSCE,0
2383,Senior,Healthcare IT,Singapore,,,,,Full time,,,,,,,
2390,,IT Support,Singapore,,2000,2500,SGD,Full time,,,,,1174,CompTIA (A+/Network+/Linux+/Security+),0
2390,,IT Support,Singapore,,2000,2500,SGD,Full time,,,,,1175,CompTIA (A+/Network+/Linux+/Security+),0
2390,,IT Support,Singapore,,2000,2500,SGD,Full time,,,,,1176,Microsoft (except Azure),0
2403,Middle,"C, C++",Singapore,,4000,5000,SGD,Full time,,,,,,,
2404,,,Singapore,,,,,Full time,,,,,,,
2438,,Customer Success,Singapore,,8500,10500,SGD,Full time,,,5,,,,
2546,Middle,Data Center Operations,Singapore,,,,,Full time,,,,,,,
2718,Senior,.NET,Singapore,,,,,Full time,,,5,,1349,AWS,0
2718,Senior,.NET,Singapore,,,,,Full time,,,5,,1350,AWS,0
2732,,Desktop Support,Singapore,,3000,3000,SGD,Full time,,,1,,,,
2770,,Networking,Singapore,,3000,3800,SGD,Contract/Temp,,,,,,,
2835,Middle,DevOps,Singapore,,,,,Full time,,,5,,,,
2858,Senior,Microsoft Business Central,Singapore,,2700,4000,SGD,Full time,,,,,,,
2959,Senior,Insurance,Singapore,,8000,10500,SGD,Contract/Temp,,,2,,,,
2966,Middle,Access Management,Singapore,,,,,Full time,,,5,,,,
3041,,Cloud Management,Singapore,,,,,Full time,,,3,,1474,Cisco (CCNA/CCNP/CCIE),0
3041,,Cloud Management,Singapore,,,,,Full time,,,3,,1475,Cisco (CCNA/CCNP/CCIE),0
3041,,Cloud Management,Singapore,,,,,Full time,,,3,,1476,MCP,0
3041,,Cloud Management,Singapore,,,,,Full time,,,3,,1477,AWS,0
3064,Junior,,Singapore,,,,,Full time,,,,,,,
3067,Senior,Healthcare Automation,Singapore,,,,,Full time,,,10,,,,
3075,,Data Engineering,Singapore,,,,,Full time,,,2,,,,
3141,Middle,Product Management,Singapore,,,,,Full time,,,5,,,,
3148,Junior,Cloud Infrastructure,Singapore,,,,,Full time,,,,,,,
3153,Middle,Microsoft Cloud,Singapore,,,,,Full time,Hybrid,,,,,,
3155,Senior,Cyber Capability & Engineering,Singapore,,,,,Full time,,,10,,1515,ISACA (CISA/CISM/CRISC),1
3155,Senior,Cyber Capability & Engineering,Singapore,,,,,Full time,,,10,,1516,ISC2 (CISSP/CCSP/SSCP),1
3155,Senior,Cyber Capability & Engineering,Singapore,,,,,Full time,,,10,,1517,CGEIT,1
3155,Senior,Cyber Capability & Engineering,Singapore,,,,,Full time,,,10,,1518,ISACA (CISA/CISM/CRISC),1
3162,Middle,Access Management,Singapore,,,,,Full Time,,,5,,,,
3167,,Data & AI,Singapore,,,,,Full time,Hybrid,,,,,,
3170,Middle,CAD,Singapore,,,,,Full time,,,,,,,
3171,,Data Engineering,Singapore,,,,,Full time,,,2,,,,
3253,Middle,Microsoft 365,Singapore,,3300,4900,SGD,Contract/Temp,,,1,,,,
3259,Middle,IT,Singapore,,,,,Full time,,,,,,,
3292,Senior,Security,Singapore,,,,,Full time,,,4,,1556,CITPM,0
3292,Senior,Security,Singapore,,,,,Full time,,,4,,1557,ITIL,0
3292,Senior,Security,Singapore,,,,,Full time,,,4,,1558,ISC2 (CISSP/CCSP/SSCP),0
3292,Senior,Security,Singapore,,,,,Full time,,,4,,1559,ISACA (CISA/CISM/CRISC),0
3292,Senior,Security,Singapore,,,,,Full time,,,4,,1560,COMIT,0
3323,Senior,Automation,Singapore,,,,,Full time,,,10,,1570,PMP,0
3328,Junior,Product Management,Singapore,,,,,Full time,,,,,,,
3332,,Java,Singapore,,,,,Full time,,,,,,,
3428,,Project Management,Singapore,,,,,Full time,,,,,,,
3429,Junior,,Singapore,,,,,Full time,,,,,,,
3432,Middle,Networks & Systems,Singapore,,,,,Full time,,,3,,,,
3446,Middle,,Singapore,,,,,Full time,,,,,,,
3454,Junior,,Singapore,,,,,Contract/Temp,,,,,,,
3463,Senior,C++,Singapore,,,,,Full time,,,,,,,
3467,Senior,Blockchain,Singapore,,,,,Full time,,,5,,,,
3469,Senior,CI/CD,Singapore,,8000,10000,SGD,Contract/Temp,,,5,,,,
3477,Senior,CI/CD,Singapore,,8000,10000,SGD,Contract/Temp,,,5,,,,
3505,Middle,.NET,Singapore,,,,,Full time,,,,,,,
3537,,,Singapore,,,,,Full time,,,,,1655,Cisco (CCNA/CCNP/CCIE),1
3677,Middle,Data Center,Singapore,,3000,3850,SGD,Contract/Temp,,,3,,,,
3704,Senior,Cloud Computing,Singapore,,,,,Full time,,,,,1708,AWS,1
3704,Senior,Cloud Computing,Singapore,,,,,Full time,,,,,1709,Azure,1
3712,Middle,Java,Singapore,,,,,Contract/Temp,,,,,,,
3713,Senior,Cloud Architecture,Singapore,,,,,Full time,,,4,,1714,AWS,0
3713,Senior,Cloud Architecture,Singapore,,,,,Full time,,,4,,1715,Azure,0
3734,Middle,Backend Development,Singapore,,,,,Full time,,,,,,,
3739,Senior,Big Data,Singapore,,,,,Full time,,,10,,,,
3745,,,Singapore,,,,,Contract/Temp,,,,,,,
3766,Middle,AWS,Singapore,,4000,5500,SGD,Full time,,,2,,,,
3784,Middle,JavaScript,Singapore,,,,,Full time,,,,,,,
3804,Senior,Project Management,Singapore,,,,,Full time,,,12,,,,
3805,Middle,Data Centre,Singapore,,4000,6000,SGD,Full time,,,2,,,,
3809,Middle,Project Management,Singapore,,,,,Full time,,,,,,,
3817,Middle,Project Management,Singapore,,,,,Full time,,,5,,,,
3826,,NLP,Singapore,,,,,Full time,,,,,,,
3840,Middle,DevOps,Singapore,,,,SGD,Full time,,,3,,,,
3842,Senior,SAP CRM,Singapore,,,,,Contract/Temp,,,,,,,
3919,,,Singapore,,10000,,SGD,Contract/Temp,,,,,,,
3948,,IT Audit,Singapore,,,,SGD,Full time,,,15,,1806,ISACA (CISA/CISM/CRISC),1
3948,,IT Audit,Singapore,,,,SGD,Full time,,,15,,1807,ISC2 (CISSP/CCSP/SSCP),1
3948,,IT Audit,Singapore,,,,SGD,Full time,,,15,,1808,GIAC,1
3948,,IT Audit,Singapore,,,,SGD,Full time,,,15,,1809,ISACA (CISA/CISM/CRISC),1
3948,,IT Audit,Singapore,,,,SGD,Full time,,,15,,1810,ISACA (CISA/CISM/CRISC),1
3970,,Engineering Solutions,Singapore,,,,,Full time,,,,,,,
3973,Middle,,Singapore,,,,,Full time,,,,,,,
3989,Middle,Adobe Creative Suite,Singapore,,,,,Full time,,,,,,,
4012,Middle,Ecommerce,Singapore,,,,,Full time,,,2,,,,
4025,Middle,IT Infrastructure,Singapore,,,,,Full time,Office,,,,,,
4068,Senior,ERP/CRM,Singapore,,,,SGD,Full time,,,10,,1837,PMP,1
4068,Senior,ERP/CRM,Singapore,,,,SGD,Full time,,,10,,1838,Scrum Master,1
4095,Senior,Big Data,Singapore,,,,,Full time,,,5,,1855,Databricks certification,0
4113,,,Singapore,,,,,Full time,,,,,,,
4121,Middle,Business Intelligence,Singapore,,,,,Full time,,,,,,,
4155,Middle,,Singapore,,2600,3900,SGD,Contract/Temp,Office,,,,,,
4207,Senior,Swift Alliance Messaging Hub,Singapore,,,,,Full time,,,5,,,,
4308,Middle,RPA,Singapore,,4500,5500,SGD,Full time,,,,,,,
4313,Middle,MS Dynamics NAV,Singapore,,,,,Full time,,,3,,,,
4391,,Unix,Singapore,,,,,Full time,,,,,,,
4427,Senior,Networks,Singapore,,4000,5000,SGD,Contract/Temp,Office,,8,,,,
4429,Senior,Power Electronics,Singapore,,,,,Full time,,,5,,,,
4443,Middle,Database Administration,Singapore,,5000,7500,SGD,Full time,,,1,,,,
4510,Junior,NOC,Singapore,,,,,Contract/Temp,,,1,,,,
4519,,Precision Engineering,Singapore,,,,,Full time,,,3,,,,
4522,Junior,Project Management,Singapore,,,,,Full time,,,,,,,
4529,Lead,Data Engineering,Singapore,,,,,Full time,,,,,,,
4531,Middle,Software Development,Singapore,,,,,Full time,,,,,,,
4543,Senior,EUC,Singapore,,,,,Contract/Temp,,,5,,,,
4559,Middle,,Singapore,,3500,3500,SGD,Contract/Temp,Office,No,,,,,
4588,Middle,Network Intrusion Prevention Systems,Singapore,,,,,Full time,,,3,,2080,GISA,0
4588,Middle,Network Intrusion Prevention Systems,Singapore,,,,,Full time,,,3,,2081,GSEC,0
4588,Middle,Network Intrusion Prevention Systems,Singapore,,,,,Full time,,,3,,2082,ISC2 (CISSP/CCSP/SSCP),0
4588,Middle,Network Intrusion Prevention Systems,Singapore,,,,,Full time,,,3,,2083,ISACA (CISA/CISM/CRISC),0
4588,Middle,Network Intrusion Prevention Systems,Singapore,,,,,Full time,,,3,,2084,Trellix,0
4588,Middle,Network Intrusion Prevention Systems,Singapore,,,,,Full time,,,3,,2085,ForcePoint,0
4596,Middle,Data Engineering,Singapore,,,,,Full time,,,3,,,,
4612,Middle,Networks & Systems Administration,Singapore,,4000,5000,SGD,Full time,,,,,2093,Cisco (CCNA/CCNP/CCIE),0
4612,Middle,Networks & Systems Administration,Singapore,,4000,5000,SGD,Full time,,,,,2094,Microsoft (except Azure),0
4612,Middle,Networks & Systems Administration,Singapore,,4000,5000,SGD,Full time,,,,,2095,VCP,0
4645,Middle,Denodo,Singapore,,,,,Full time,,,,,,,
4728,Middle,,Singapore,,2500,3750,SGD,Full time,,,1,,2146,Cisco (CCNA/CCNP/CCIE),0
4728,Middle,,Singapore,,2500,3750,SGD,Full time,,,1,,2147,Cisco (CCNA/CCNP/CCIE),0
4805,,IT Support,Singapore,,,,,Full time,,,,,,,
4808,Senior,AI,Singapore,,,,,Full time,,,8,,,,
4814,,TWS,Singapore,,,,,Full time,,,,,,,
4820,Senior,Networks,Singapore,,,,,Full time,,,,,,,
4840,Senior,Procurement,Singapore,,,,,Contract/Temp,,,8,,,,
4966,Senior,Technology Development,Singapore,,,,,Full time,,,10,,,,
4970,Senior,Agile Release Train,Singapore,,,,,Full time,,,,,,,
4981,Middle,Help Desk & IT Support,Singapore,,,,,Full time,Office,,3,,,,
4983,Senior,Blockchain,Singapore,,,,,Full time,,,5,,,,
4988,,Electronics,Singapore,,,,,Full time,,,3,,,,
4997,Middle,Sales,Singapore,,,,,Full time,,,,,,,
5008,Junior,,Singapore,,,,,Full time,,,,,,,
5012,Senior,Data Centre Infrastructure & Operation,Singapore,,,,,Full time,,,3,,2241,Data Centre Operations,0
5017,Senior,Infrastructure,Singapore,,,,,Full time,,,,,,,
5021,Middle,Java,Singapore,,,,,Full time,,,,,,,
5029,Middle,Nutanix,Singapore,,,,,Full time,,,,,2250,Nutanix Foundation,1
5033,,Data Engineering,Singapore,,,,,Full time,,,3,,,,
5035,Middle,Java,Singapore,,,,,Full time,,,,,,,
5038,Middle,IT Support,Singapore,,,,,Full time,,,,,,,
5049,Middle,,Singapore,,,,,Full time,,,2,,,,
5053,Middle,IT,Singapore,,,,,Full time,,,,,,,
5068,Middle,Temenos Triple A Plus,Singapore,,,,,Contract/Temp,,,3,,,,
5070,,Web/Mobile applications development,Singapore,,,,,Full time,,,3,,,,
5077,Senior,,Singapore,,,,,Full time,,,,,,,
5089,Middle,Linux,Singapore,,,,,Full time,,,3,,,,
5092,Middle,DevOps,Singapore,,,,,Contract/Temp,,,3,,,,
5096,Middle,Data & Enterprise Architecture,Singapore,,,,,Full time,Hybrid,,5,,2273,TOGAF,0
5096,Middle,Data & Enterprise Architecture,Singapore,,,,,Full time,Hybrid,,5,,2274,ArchiMate,0
5101,,Cyber & Network Security,Singapore,,,,,Full time,,,3,,2277,Cisco (CCNA/CCNP/CCIE),0
5101,,Cyber & Network Security,Singapore,,,,,Full time,,,3,,2278,Certified Ethical Hacker (CEH),0
5107,,Web3,Singapore,,,,,Full time,,,3,,,,
5110,Middle,COBOL,Singapore,,,,,Full time,,,3,,,,
5112,Lead,.NET,Singapore,,,,,Contract/Temp,,,,,,,
5117,Middle,Information Technology,Singapore,,,,,Full time,,,3,,,,
5118,Middle,Java,Singapore,,,,,Full time,,,,,,,
5124,Middle,Networks & Systems Administration,Singapore,,,,,Full time,Hybrid,,,,,,
5132,Lead,Enterprise Architecture,Singapore,,,,,Full time,,,,,,,
5137,Junior,,Singapore,,,,,Part time,,,,,,,
5139,Senior,Testing & Quality Assurance,Singapore,,,,,Contract/Temp,,,,,,,
5154,Junior,Networks & Systems Administration,Singapore,,,,,Contract/Temp,,,,,,,
5156,Middle,Machine Learning,Singapore,,,,,Full time,,,,,,,
5159,Junior,,Singapore,,,,,Full time,,,,,,,
5161,Senior,Cloud Native Development,Singapore,,,,,Full time,,,15,,,,
5182,Middle,Business Analysis,Singapore,,,,,Contract/Temp,,,3,,,,
5184,Middle,AV,Singapore,,2800,3250,SGD,Full time,,,3,,2303,Microsoft (except Azure),1
5184,Middle,AV,Singapore,,2800,3250,SGD,Full time,,,3,,2304,Microsoft (except Azure),0
5191,Middle,Product Marketing,Singapore,,,,,Full time,,,4,,,,
5211,Middle,Integration,Singapore,,,,,Full time,,,5,,,,
5221,Middle,Life Insurance,Singapore,,,,,Contract/Temp,,,,,,,
5237,,Penetration Testing,Singapore,,100,120,SGD,Full time,,,,,2334,OffSec (OSCP),1
5237,,Penetration Testing,Singapore,,100,120,SGD,Full time,,,,,2335,CRT,1
5370,Lead,Data Engineering,Singapore,,,,,Full time,,,,,,,
5375,,,Singapore,,,,,Full time,,,,,,,
5444,Middle,C# .Net,Singapore,,6000,8000,SGD,Contract/Temp,,,3,,,,
5455,Middle,Game Development,Singapore,,,,,Full time,,,,,,,
5468,Junior,,Singapore,,1000,1500,SGD,Full time,,,,,,,
5485,Middle,IT Service Management,Singapore,,3500,5000,SGD,Full time,,,,,2463,ITIL,0
5491,,SAP GRC,Singapore,,8000,12000,SGD,Full time,,,,,,,
5535,Middle,System Administration,Singapore,,4500,5000,SGD,Full time,,,3,,,,
5623,Middle,Java,Singapore,,5000,6500,SGD,Contract/Temp,,,4,,,,
5677,Middle,Digital Transformation,Singapore,,2800,4000,SGD,Full time,,,,,,,
5717,Middle,DevOps,Singapore,,,,,Full time,,,3,,,,
5818,Middle,Finance,Singapore,,3500,5000,SGD,Contract/Temp,,,,,,,
5859,Lead,IT Security,Singapore,,,,,Full time,,,5,,,,
5953,Middle,JavaScript,Singapore,,,,,Full time,Office,,,,,,
5988,Senior,Project Implementation,Singapore,,,,,Full time,Office,,,,,,
6017,Middle,Business Analysis,Singapore,,3000,3800,SGD,Contract/Temp,,,,,,,
6042,Junior,C++,Singapore,,,,,Full time,,,,,,,
6195,,,Singapore,,7000,7400,SGD,Contract/Temp,,,5,,,,
6240,,Telecommunications,Singapore,,3000,4500,SGD,Full time,,,,,,,
6271,Middle,Risk Management,Singapore,,5000,7500,SGD,Contract/Temp,,,5,,,,
6273,Senior,Java,Singapore,,,,,Full time,,,10,,,,
6291,,Machine Learning,Singapore,,,,,Full time,,,,,,,
6302,Senior,Retail Engineering,Singapore,,,,,Full time,,,,,,,
6303,Senior,Energy Management Systems,Singapore,,,,,Full time,,,,,,,
6306,Middle,Blockchain,Singapore,,,,,Full time,Remote,,,,,,
6308,,HR Analytics,Singapore,,,,,Full time,,,,,2864,IHRP-certified,0
6355,Senior,Transaction Banking,Singapore,,,,,Full time,,,15,,2884,SAP,1
6390,Middle,BMC Remedy,Singapore,,4000,6000,SGD,Contract/Temp,,,2,,,,
6408,Middle,Windows OS,Singapore,,3000,3800,SGD,Full time,,,3,,2897,ITIL,0
6464,Middle,,Singapore,,,,,Full time,,,3,,,,
6498,Junior,Python,Singapore,,,,,Part time,,,,,,,
6506,,,Singapore,,6500,8500,SGD,Full time,,,5,,2923,CSM,1
6506,,,Singapore,,6500,8500,SGD,Full time,,,5,,2924,CSPO,1
6514,Middle,Agile and Scrum Methodologies,Singapore,,,,,Full time,,,5,,,,
6585,Senior,IT Infrastructure,Singapore,,6700,10000,SGD,Full time,,,10,,,,
6637,,Devops,Singapore,,,,,Full time,,,1,,,,
6644,,Telemarketing,Singapore,,15,,SGD,Contract/Temp,Office,,,,,,
6652,Middle,Networks,Singapore,,,,,Full time,,,,,,,
6668,,,Singapore,,15,,SGD,Full time,Office,,,,,,
6671,Middle,Software Testing,Singapore,,5000,7000,SGD,Contract/Temp,,,3,,,,
6678,Middle,,Singapore,,2200,2800,SGD,Full time,,,,,,,
6752,,.NET,Singapore,,4500,5800,SGD,Full time,Office,,2,,,,
6782,Middle,System Administration,Singapore,,3500,4500,SGD,Full time,,,,,,,
6947,Senior,Java,Singapore,,,,,Full Time,,,,,,,
6948,Senior,Java,Singapore,,,,,Full Time,,,,,,,
7081,Middle,,Singapore,,,,,Full time,,,,,,,
7082,,IT Support,Singapore,,,,,Full time,,,,,,,
7098,Middle,Automation,Singapore,,,,,Contract/Temp,,,,,,,
7106,Junior,Events,Singapore,,,,,Full time,,,1,,,,
7146,Junior,IT Support,Singapore,,,,,Full time,Hybrid,,2,,3185,ITIL,0
7159,Senior,Mainframe,Singapore,,,,,Full time,,,10,,,,
7174,Middle,F5,Singapore,,,,,Contract/Temp,,,,,3197,Cisco (CCNA/CCNP/CCIE),1
7174,Middle,F5,Singapore,,,,,Contract/Temp,,,,,3198,Cisco (CCNA/CCNP/CCIE),1
7191,Junior,Product Management,Singapore,,,,,Full time,,,,,,,
7199,,Infrastructure,Singapore,,,,,Full time,,,,,,,
7208,Middle,SD-WAN,Singapore,,,,,Contract/Temp,,,,,3212,Cisco (CCNA/CCNP/CCIE),1
