jobid,level,tech_specialisation,country,state,salary_from,salary_to,currency,type,mode,visa_sponsorship,work_experience_years,education_level
18039,Senior,IT Risk,Singapore,,,,,Full time,,,,
18040,Middle,Cards Management System,Malaysia,,,,,Full time,,,,
18041,Middle,,Malaysia,,,,,Full time,,,,
18042,Senior,Linux,Australia,NSW,135000,145000,AUD,Full time,Hybrid,,,
18045,Middle,IT Support,Australia,NSW,,,,Full time,,,2,
18046,Middle,HelpDesk,Malaysia,,,,,Full time,,,,
18047,Middle,,Malaysia,,,,,Part time,,,,
18048,Middle,ICT,Australia,TAS,,,,Contract/Temp,,,,
18049,Middle,Sales,Malaysia,,,,,Contract/Temp,,,,
18051,Middle,Business Analysis,Philippines,,40000,60000,PHP,Full time,,,,
18052,Middle,,New Zealand,,,,,Full time,,,,
18053,Middle,Healthcare IT,Australia,VIC,,,,Full time,Hybrid,,,
18057,Senior,ICT,Australia,VIC,,,,Contract/Temp,,,,
18059,Middle,Desktop Support,Australia,NSW,35,45,AUD,Contract/Temp,Office,,4,
18061,Middle,Radio Systems,Australia,WA,,,,Contract/Temp,Hybrid,,,
18062,Lead,Agile,Australia,QLD,,,,Contract/Temp,,,,
18065,Senior,Asset/Liability Management Systems,Philippines,,,,,Full time,,,,
18067,Lead,Security,Australia,NSW,,,,Full time,,,,
18068,Middle,,Australia,VIC,115000,135000,AUD,Full time,,,,
18069,Senior,IT Consulting,Australia,SA,,,,Contract/Temp,,,,
18071,Senior,.NET,Australia,ACT,,,,Contract/Temp,Office,,,
18075,Middle,Database Management,Indonesia,,,,,Contract/Temp,Office,,2,
18076,,Signal Processing,Australia,NSW,500,850,AUD,Contract/Temp,Hybrid,,,
18079,Middle,Database Engineering,Malaysia,,,,,Full time,,,,
18081,Senior,.NET,Australia,VIC,110000,120000,AUD,Full time,,,,
18085,Senior,Microsoft Dynamics 365,Indonesia,,,,,Full time,Office,,,
18088,Senior,Cybersecurity,Philippines,,100000,130000,PHP,Full time,,,5,
18089,Middle,AWS,Australia,NSW,90000,120000,AUD,Full time,,,3,
18090,,QA,Philippines,,,,,Full time,,,,
18100,Senior,PHP,Indonesia,,,,,Full time,,,,
18101,Senior,Audio Visual,Australia,VIC,70000,80000,AUD,Full time,,,,
18102,Middle,C#,New Zealand,,,,,Full time,,,3,
18103,Middle,,Australia,VIC,115000,135000,AUD,Full time,,,,
18104,Middle,Digital Project Management,New Zealand,,,,,Full time,Hybrid,,3,
18105,Senior,.NET,Australia,NSW,120859,133183,AUD,Contract/Temp,,,,
18107,Middle,Java,Indonesia,,,,,Contract/Temp,Office,,2,
18110,Middle,Business Intelligence,New Zealand,,,,,Contract/Temp,,No,,
18111,Middle,SharePoint,Australia,ACT,100,130,AUD,Contract/Temp,,,,
18115,Senior,Testing & Quality Assurance,New Zealand,,120000,,NZD,Full time,,,,
18117,Senior,Cyber,Australia,VIC,800,1000,AUD,Contract/Temp,,,,
18118,,,Australia,ACT,,,,Contract/Temp,Remote,,,
18119,,AWS,New Zealand,,,,,Contract/Temp,,No,,
18120,Senior,PHP,Australia,NSW,0,120000,AUD,Full time,,,3,
18123,Senior,.NET,Australia,VIC,,,,Full time,,,6,
18125,Junior,Business Analysis,Indonesia,,,,,Contract/Temp,,,,
18128,Middle,,New Zealand,,,,,Full time,,,,
18129,Senior,Backend,Indonesia,,,,,Full time,,,4,
18130,Middle,Software Engineering,Singapore,,,,,Contract/Temp,,,4,
18132,,,Australia,QLD,,,,Full time,Hybrid,,,
18133,Lead,Information Security,Philippines,,,,,Full time,Hybrid,,,
18134,,,Philippines,,,,,Full time,,,,
18135,Middle,Redhat,Singapore,,5500,6500,SGD,Contract/Temp,,,,
18137,Middle,Telecommunications,New Zealand,,,,,Full time,,,2,
18141,Middle,SAP SuccessFactors,Australia,VIC,,,,Contract/Temp,Hybrid,,7,
18142,Middle,IT Support,Singapore,,,,,Full time,,,1,
18143,Senior,Vue.JS,Australia,VIC,800,900,AUD,Contract/Temp,Hybrid,,,
18146,Senior,Network,Australia,ACT,110,135,AUD,Contract/Temp,,,5,
18149,Middle,Hardware POS,Philippines,,,,,Full time,Office,,1,
18151,Junior,POS,Philippines,,,,,Full time,Office,,1,
18152,Middle,,Australia,NSW,70000,,AUD,Full time,,,,
18154,Middle,Digitisation,Australia,QLD,114110,122084,AUD,Contract/Temp,Hybrid,,,
18157,Middle,IT Support,Australia,VIC,65000,75000,AUD,Full time,,,,
18161,Middle,ServiceNow,Philippines,,,,,Full time,Hybrid,,4,
18167,Lead,Microsoft Exchange,Philippines,,,,,Full time,Hybrid,,3,
18170,Senior,IOT,Thailand,,35000,52000,THB,Full time,,,,
18175,Senior,,Hong Kong,,,,,Full time,Office,,3,
18176,Lead,Regulatory Compliance,Australia,VIC,155000,200000,AUD,Full time,,,,
18177,Middle,,Australia,VIC,115000,135000,AUD,Full time,,,,
18178,Senior,Golang,Australia,NSW,150000,160000,AUD,Full time,Hybrid,,,
18179,Senior,CRM Solutions,Philippines,,85000,125000,PHP,Full time,,,2,
18184,Middle,Business Analysis,Australia,QLD,,,,Full time,,,,
18185,Middle,,Australia,ACT,,,,Full time,,,,
18186,,,Australia,VIC,,,,Full time,,,,
18187,Senior,Golang,Thailand,,,,,Full time,Office,,3,
18188,Middle,Azure,Australia,VIC,,,,Contract/Temp,,,,
18193,Senior,Financial Markets,Australia,NSW,,,,Full time,,,10,
18194,Middle,Database Development & Administration,Philippines,,,,,Full time,,,,
18195,Middle,Security,Philippines,,,,,Full time,,,2,
18197,Senior,Security,Singapore,,,,,Full time,,,3,
18198,Senior,ICT Procurement and Contract Management,Singapore,,,,,Contract/Temp,,,8,
18203,Senior,Business Analysis,Australia,QLD,127679,136911,AUD,Full time,Hybrid,,,
18206,Middle,Ruby on Rails,Philippines,,,,,Full time,,,,
18208,Lead,Microsoft Office 365,New Zealand,,,,,Full time,,,,
18210,Middle,IT Support,Australia,SA,70000,90000,AUD,Full time,Office,,,
18211,Middle,Python,Hong Kong,,30000,75000,HKD,Contract/Temp,,,2,
18212,Senior,Azure,New Zealand,,140,150,NZD,Contract/Temp,Office,,,
18214,Middle,Network Security,Australia,VIC,,,,Full time,,,,
18215,Middle,Application Modernization,Philippines,,,,,Full time,,,1,
18216,,Microsoft,Australia,ACT,,,,Contract/Temp,,,,
18218,Senior,Network Architecture,Australia,WA,,,,Full time,Hybrid,,,
18220,Middle,Full-Stack Development,Singapore,,,,,Contract/Temp,,,2,
18221,Middle,MS Dynamics 365,Australia,VIC,,,,Contract/Temp,,,3,
18222,Middle,Automation Testing,Philippines,,52000,74000,PHP,Contract/Temp,,,2,
18229,Senior,IT Support,Australia,ACT,98209,113229,AUD,Full time,Office,No,,
18230,Middle,Support,Australia,QLD,,,,Full time,,,,
18234,Senior,Project Management,Hong Kong,,,,,Full time,,,10,
18238,Senior,Network Security,Australia,WA,,,,Full time,,,,
18239,Senior,SAP,Australia,VIC,,,,Full time,,,8,
18240,Junior,Product Management,Australia,VIC,,,,Full time,,,,
18245,Senior,SaaS,,,,,,Full time,,,5,
18246,Junior,Product Management,Australia,VIC,,,,Full time,,,,
18250,Senior,IT Digital,Singapore,,4200,5000,SGD,Full time,,,,
18252,Senior,AWS,Australia,NSW,160000,170000,AUD,Full time,Remote,,,
18253,Middle,Azure,New Zealand,,,,NZD,Full time,,,,
18254,Middle,Sumologic,Philippines,,,,,Full time,,,,
18255,Middle,,Australia,VIC,,,,Full time,,,,
18256,Junior,,Malaysia,,2500,3000,MYR,Full time,Hybrid,,1,
18260,Senior,GIS,Thailand,,,,,Full time,,,,
18262,Senior,Azure,Philippines,,,,,Full time,,,3,
18264,Senior,,Singapore,,4200,5200,SGD,Full time,Office,,,
18267,Lead,Tagetik,Philippines,,,,,Full time,,,6,
18273,Middle,Java,Philippines,,,,,Full time,Hybrid,,,
18274,Middle,Project Management,Australia,VIC,,,,Contract/Temp,,,,
18275,Lead,Azure,Philippines,,,,,Full time,,,3,
18280,Senior,Programme & Project Management,Indonesia,,,,,Full time,,,8,
18287,Middle,Embedded Systems,Malaysia,,,,,Full time,,,1,
18290,Middle,Networks,Singapore,,3500,5000,SGD,Full time,,,2,
18299,,ERP,Australia,NSW,,,,Contract/Temp,,,,
18302,Middle,JavaScript,Singapore,,,,,Full time,,,2,
18304,Middle,Cybersecurity,Malaysia,,,,,Full time,,,,
18306,Senior,Architecture,Malaysia,,,,,Full time,,,,
18310,Middle,,Australia,VIC,115000,135000,AUD,Full time,,,,
18313,,Web Design,Malaysia,,3000,5000,MYR,Full Time,Hybrid,,1,
18314,Senior,Cyber Security,Australia,SA,,,,Full time,,,,
18315,Senior,Testing,Thailand,,,,THB,Full time,,,,
18316,Senior,.NET,Australia,NSW,105,,AUD,Contract/Temp,Hybrid,,8,
18318,Senior,Cloud Solutions,Singapore,,,,,Full time,,,,
18329,Senior,Enterprise Architecture,Singapore,,,,,Full time,,,15,
18332,Senior,IT Support,New Zealand,,,,,Full time,,,3,
18333,Senior,RHEL,Australia,ACT,,,,Full time,,,5,
18339,Middle,Network Engineering,Thailand,,40000,50000,THB,Full time,,,2,
18343,Senior,DevOps,Philippines,,,,,Full time,,,8,
18344,Middle,Application Packaging,Australia,ACT,,,,Contract/Temp,,,,
18345,Senior,IT Application Management,Hong Kong,,90000,119999,HKD,Full time,,,23,
18346,,,Singapore,,6000,8000,SGD,Full time,,,,
18348,Senior,Project Management,New Zealand,,,,NZD,Full time,,,10,
18349,Middle,HCM,Indonesia,,,,,Full time,,,1,
18354,Middle,Oracle,Hong Kong,,0,75000,,Full time,,,,
18363,Middle,ServiceNow,Singapore,,5000,6000,SGD,Full time,,,,
18365,Middle,.NET,Indonesia,,,,,Contract/Temp,,,2,
18366,Middle,IT Support,Philippines,,800,1200,USD,Full time,Remote,,,
18368,Senior,Middleware,Australia,NSW,,,,Full time,Remote,,3,
18369,Middle,React Native,Hong Kong,,33000,,HKD,Contract/Temp,Remote,,3,
18370,,,Hong Kong,,,,,Full time,,,5,
18371,Senior,,Malaysia,,6000,7000,MYR,Contract/Temp,,,,
18372,,Software Engineering,Hong Kong,,37000,49500,HKD,Full time,,,3,
18378,Senior,Python,Australia,NSW,,,,Contract/Temp,Hybrid,,7,
18381,Senior,Python,Philippines,,,,,Full time,Remote,,4,
18383,Junior,Software Engineering,Australia,NSW,65000,,AUD,Full time,Hybrid,,,
18385,Middle,Insurance,Hong Kong,,,,,Full time,,,3,
18386,Senior,Customer Success,Australia,NSW,,,,Full time,Hybrid,,,
18387,Senior,IT Infrastructure,Australia,NSW,200000,220000,AUD,Full time,Hybrid,,5,
18388,Middle,AV,Singapore,,3200,4500,SGD,Full time,Office,,1,
18389,Junior,,Malaysia,,2500,3500,MYR,Full time,,,,
18392,Senior,Mobile,Thailand,,,,,Full time,Hybrid,,5,
18393,,Sales,Australia,VIC,,,,Full time,,,,
18396,,Project Management,Hong Kong,,,,,Full time,Office,,5,
18397,Senior,Backend Development,Thailand,,,,,Full time,Hybrid,,5,
18398,Middle,Product Management,Australia,VIC,,,,Full time,,,,
18399,Junior,Data Analysis,Indonesia,,,,,Full time,,,0,
18402,Middle,DataBricks,Hong Kong,,24500,35500,HKD,Full time,,,,
18403,Lead,DevOps,Hong Kong,,54000,,,Full time,,,5,
18404,Middle,,Malaysia,,,,,Full time,,,,
18405,Middle,IT,Australia,WA,,,,Full time,,,,
18414,Senior,SAP,Thailand,,80000,160000,THB,Full time,,,3,
18416,,,Malaysia,,,,,Full time,,,,
18417,,Data Analytics,Malaysia,,9500,12500,MYR,Full time,,,6,
18422,Middle,MS Dynamics 365,Australia,VIC,,,,Contract/Temp,,,3,
18423,Senior,Cybersecurity,Thailand,,,,,Full time,,,,
18425,Middle,Project Management,Australia,ACT,70,90,AUD,Contract/Temp,Hybrid,,2,
18428,Middle,Dynamics 365,Australia,VIC,,,,Contract/Temp,,,3,
18430,Middle,,Australia,VIC,115000,135000,AUD,Full time,,,,
18433,Middle,,Australia,VIC,115000,135000,AUD,Full time,,,,
18439,Middle,Networking,Indonesia,,,,,Full time,,,,
18444,Senior,Front-End Testing,Philippines,,70000,90000,PHP,Full time,Remote,,,
18445,Junior,Hardware,Malaysia,,2000,2600,MYR,Full time,,,,
18446,Senior,Digital Commerce,Malaysia,,4000,5000,MYR,Full time,,,2,
18453,Senior,RHEL,Australia,ACT,,,,Full time,,,5,
18454,Senior,Cisco,Australia,NSW,,,,Full time,,,,
18456,Middle,Radio Communications,New Zealand,,,,NZD,Full time,,,2,
18457,,,Australia,VIC,,,,Contract/Temp,,,,
18464,Middle,Business Analysis,Philippines,,,,,Full time,,,,
18466,Senior,Microwave Network Planning,Malaysia,,,,,Contract/Temp,,,5,
18468,Middle,Networks & Systems Administration,Singapore,,,,,Full time,,,5,
18470,Senior,,Philippines,,120000,130000,PHP,Full time,,,,
18472,,,Indonesia,,,,,Full time,,,,
18473,,,Indonesia,,,,,Full time,,,,
18475,Middle,,Indonesia,,,,,Full time,,,,
18477,,Project Management,Indonesia,,,,,Full time,,,,
18478,Senior,Cloud,Singapore,,,,,Full time,,,,
18481,,TypeScript,Australia,WA,120000,140000,AUD,Full time,,,5,
18482,Middle,ASP.Net,Philippines,,35000,45000,PHP,Full time,,,,
18483,Junior,Business Analysis,Singapore,,,,,Full time,,,,
18484,Middle,Python,Indonesia,,,,,Full time,Office,,,
18486,Middle,Java,Hong Kong,,,,,Full time,,,,
18487,Middle,React,Australia,QLD,,,,Contract/Temp,,,5,
18489,Middle,Security,Malaysia,,,,,Full time,,,,
18491,,IT Support,Australia,VIC,,,,Full time,Hybrid,,,
18499,Lead,Data Architecture,Australia,NSW,,,,Full time,,,,
18508,Lead,,Indonesia,,,,,Full time,,,,
18510,Senior,Microsoft Cloud,Australia,VIC,,,,Full time,Hybrid,,3,
18511,Middle,Cloud Computing,Malaysia,,,,,Full time,,,,
18513,Middle,VMware,Malaysia,,,,,Full time,Office,,,
18514,Senior,Microsoft Cloud,Australia,QLD,,,,Full time,Hybrid,,3,
18515,Middle,,Malaysia,,,,,Full time,,,,
18518,Middle,SQL Server,Hong Kong,,,,,Full time,Office,,,
18519,Senior,Python,Philippines,,,,,Full time,Hybrid,,5,
18523,Lead,Process Improvement,Philippines,,,,,Full time,Hybrid,,5,
18526,,Test Automation,Indonesia,,,,,Full time,,,,
18531,,SuccessFactors,Australia,WA,,,,Part time,Hybrid,,,
18533,Junior,Java,Australia,VIC,,,,Full time,Hybrid,,1,
18535,,,Australia,VIC,,,,Full time,,,,
18539,Middle,,Indonesia,,,,,Full time,,,1,
18540,,"JavaScript, TypeScript",Singapore,,,,,Full time,,,,
18541,Middle,SAP,Thailand,,,,,Full time,,,3,
18543,Junior,Selenium,Philippines,,40000,55000,PHP,Full time,,,2,
18545,Junior,Network Virtualization,Hong Kong,,20000,30000,HKD,Full time,,,,
18551,,,Australia,SA,55000,58500,AUD,Part time,,,,
18553,Junior,Customer Success,Australia,NSW,55000,60000,AUD,Full time,Hybrid,,,
18555,Lead,Salesforce,Philippines,,80000,120000,PHP,Full time,Hybrid,,5,
18559,,DevOps,New Zealand,,,,,Full time,,,3,
18561,Middle,.NET,New Zealand,,,,,Full time,,,,
18565,Middle,Automation Testing,Australia,QLD,,,,Full time,,,,
18566,,Data Science,New Zealand,,,,,Full time,,,,
18571,Senior,Salesforce,New Zealand,,120000,135000,NZD,Full time,,,7,
18575,Senior,Java,Indonesia,,,,,Full time,,,4,
18578,Middle,Product Management,Philippines,,,,,Full time,,,5,
18579,Middle,,Australia,VIC,115000,135000,AUD,Full time,,,,
18583,Middle,,Australia,VIC,115000,135000,AUD,Full time,,,,
18585,,Excel,New Zealand,,,,,Contract/Temp,,,,
18589,Middle,Business Intelligence,New Zealand,,80000,95000,NZD,Full time,,,,
18590,Senior,Solution Architecture,Australia,VIC,,,,Contract/Temp,,,7,
18591,Senior,Database Administration,Malaysia,,20000,25000,MYR,Full time,,No,6,
18599,,Security,Singapore,,6000,7200,SGD,Contract/Temp,Office,,4,
18600,Middle,,Malaysia,,5500,7000,MYR,Full time,,,,
18601,,Microsoft 365,Australia,NSW,120000,125000,AUD,Full time,Hybrid,,,
18603,Middle,Data Security,Indonesia,,,,,Full time,,,,
18605,Middle,,Australia,VIC,115000,135000,AUD,Full time,,,,
18606,Senior,Treasury and Risk Systems,Philippines,,,,,Full time,,,,
18608,Middle,,Australia,VIC,,,,Contract/Temp,,,,
18609,Lead,Security,Indonesia,,,,,Full time,,,5,
18610,,SQL,New Zealand,,,,,Full time,,,2,
18614,Lead,,New Zealand,,,,,Contract/Temp,,,,
18617,,WordPress,Philippines,,,,,Full time,,,1,
18619,Senior,Networks & Systems Administration,Philippines,,70000,90000,PHP,Full time,,,,
18622,Lead,Digital,Singapore,,,,,Full time,,,15,
18623,,Network,Singapore,,4000,4000,,Contract/Temp,,,,
18624,Senior,Oracle Netsuite ERP,Malaysia,,,,,Full time,,,,
18627,,IT Support,Philippines,,70000,90000,PHP,Full time,,,3,
18629,Senior,Testing & Quality Assurance,Thailand,,,,,Full time,,,3,
18631,Lead,Cyber Security,Hong Kong,,,,,Full time,,,2,
18636,Middle,VMware,Singapore,,4000,6000,SGD,Full time,,,5,
18639,Middle,,Australia,VIC,115000,135000,AUD,Full time,,,,
18647,,IT Support,Philippines,,70000,90000,PHP,Full time,,,3,
18649,Middle,F5,Indonesia,,8000000,10000000,IDR,Contract/Temp,,,3,
18652,Senior,AI,Singapore,,,,,Full time,,,10,
18654,Senior,Laravel,Malaysia,,,,,Full time,,,,
18655,Middle,Hadoop,Malaysia,,,,,Full time,,,,
18657,,SAP,Singapore,,3300,3800,SGD,Contract/Temp,,,,
18662,Middle,Microsoft Office,Malaysia,,,,,Full time,,,,
18664,Senior,Machine Learning,Hong Kong,,35000,45000,HKD,Full time,,,,
18665,Senior,Murex MxTest,Malaysia,,,,,Full time,,,,
18667,Senior,.NET,Philippines,,,,,Full time,Remote,,7,
18668,Middle,Mobilization,Philippines,,,,,Full time,,,7,
18669,Middle,IoT,New Zealand,,,,,Full time,,Yes,,
18671,Middle,,Malaysia,,,,,Full time,,,,
18674,Middle,,Malaysia,,,,,Full time,,,,
18680,Middle,Quality Assurance,Malaysia,,,,,Full time,,,,
18682,Junior,IT Support,Philippines,,45000,50000,PHP,Full time,,,4,
18683,Senior,Data Analytics,Malaysia,,,,,Full time,,,,
18684,Middle,,Singapore,,2000,2600,SGD,Contract/Temp,Office,,,
18685,Senior,ESB,Philippines,,,,,Full time,,,,
18687,Senior,Fullstack,Malaysia,,,,,Full time,,,,
18692,,Moodle,Australia,SA,,,,Contract/Temp,,,,
18695,Senior,SAP,Indonesia,,,,,Full time,,,5,
18697,Middle,PHP,Hong Kong,,,,,Full time,,,,
18698,,,Singapore,,2300,2600,SGD,Contract/Temp,,,,
18701,Junior,Java,Malaysia,,,,,Full time,,,10,
18704,Middle,Azure,Philippines,,145000,170000,PHP,Full time,Hybrid,,,
18705,Senior,,Malaysia,,,,,Full time,,,5,
18709,Middle,Cloud Security,Malaysia,,,,,Contract/Temp,,,,
18711,Middle,Maintenance Engineering,Malaysia,,,,,Full time,,,,
18716,Middle,PowerBI,Australia,VIC,,,,Full time,,,,
18719,,Cyber Security,Malaysia,,78000,120000,MYR,Full time,,,,
18723,Middle,Software Development,Malaysia,,,,,Full time,,,,
18725,Middle,,Malaysia,,,,,Full time,,,,
18726,Middle,Data Engineering,Malaysia,,,,,Full time,,,1,
18727,Junior,Murex,Malaysia,,,,,Full time,,,,
18729,Middle,,New Zealand,,,,,Full time,,,2,
18737,Senior,Java,Australia,QLD,110,140,AUD,Contract/Temp,Hybrid,,,
18740,,,Australia,WA,55000,65000,AUD,Full time,,,2,
18743,Lead,Cyber Security,Australia,NSW,,,,Full time,Hybrid,,,
18745,Middle,ICT,Malaysia,,,,,Full time,,,,
18746,Junior,PLM,Thailand,,,,,Full time,,,1,
18747,,Power BI,Australia,NSW,700,,AUD,Contract/Temp,,,,
18748,Senior,Software Development,Thailand,,,,,Full time,,,,
18750,Middle,Project Management,Malaysia,,,,,Contract/Temp,,,,
18751,Senior,ERP,Thailand,,,,,Full time,,,,
18752,Junior,AS400,Malaysia,,,,,Full time,,,,
18753,Lead,DevOps,Australia,NSW,,,,Full time,Remote,,,
18756,Middle,Data Analysis,Philippines,,25000,28000,PHP,Full time,Office,,,
18761,,Webflow,Malaysia,,,,,Full time,Hybrid,,,
18762,Senior,ReactJS,Indonesia,,,,,Full time,,,1,
18763,Junior,,Malaysia,,300,800,MYR,Full time,Office,,,
18766,Middle,.NET,Malaysia,,,,,Full time,,,,
18768,,ABAP,Singapore,,5000,8500,SGD,Contract/Temp,,,3,
18769,Middle,,Australia,VIC,115000,135000,AUD,Full time,,,,
18770,Middle,,Australia,VIC,115000,135000,AUD,Full time,,,,
18772,Middle,Flutter,Philippines,,40000,40000,,Full time,Hybrid,,2,
18774,,eCommerce,Australia,NSW,200000,,,Full time,,,,
18775,Middle,,Malaysia,,,,,Casual/Vacation,,,,
18777,Middle,,Malaysia,,,,,Full time,,,1,
18778,Junior,Murex,Malaysia,,,,,Full time,,,5,
18780,Senior,Unix,Malaysia,,,,,Full time,,,5,
18781,Lead,Core Banking,Malaysia,,,,,Full time,,,6,
18783,Senior,Java,Malaysia,,,,,Full time,,,,
18785,Middle,Sales Engineer,Thailand,,,,,Full time,,,,
18786,Middle,,Thailand,,,,,Full time,,,1,
18787,Senior,RF,Malaysia,,,,,Contract/Temp,,,,
18790,Senior,Microsoft Azure,Philippines,,,,,Full time,,,6,
18792,Middle,Network,Malaysia,,,,,Full time,,,,
18793,Middle,Banking,Malaysia,,,,,Full time,,,,
18794,Senior,SaaS,Australia,VIC,180000,360000,AUD,Full time,Hybrid,,5,
18796,Middle,Microsoft,New Zealand,,,,,Full time,,No,,
18797,Junior,ITSM,Singapore,,2300,3000,SGD,Contract/Temp,,Yes,1,
18800,,IT Systems,Indonesia,,,,,Full time,Hybrid,,,
18803,Lead,Service Desk,Australia,SA,,,,Full time,Hybrid,,,
18809,Middle,Project Management Office,Australia,ACT,53,66,AUD,Contract/Temp,Office,Yes,2,
18810,Senior,SAP,New Zealand,,115,140,NZD,Contract/Temp,,No,4,
18818,Middle,,Indonesia,,,,,Full time,,,1,
18823,Senior,SAP,New Zealand,,,,,Contract/Temp,,No,15,
18825,,Power BI,Australia,WA,,,,Full time,,,,
18829,,Programme & Project Management,Singapore,,,,,Full time,,,,
18830,Middle,Enterprise Data Centre,Singapore,,6500,7400,SGD,Contract/Temp,,,2,
18832,Senior,Mobile Games,Singapore,,12000,12000,,Full time,,,5,
18833,Junior,Microsoft,New Zealand,,,,,Full time,,No,,
18834,Senior,IT Support,Australia,NSW,,,,Full time,Hybrid,,,
18837,Senior,,Philippines,,,,,Full time,,,3,
18838,Middle,,Singapore,,,,,Full time,,,,
18841,,IT Management,New Zealand,,,,,Full time,,,,
18843,Junior,Python,Indonesia,,,,,Full time,,,1,
18845,Middle,Testing,Indonesia,,,,,Full time,,,1,
18846,Middle,DevOps,Indonesia,,,,,Full time,,,1,
18847,Middle,Database Administration,Indonesia,,,,,Full time,,,,
18850,,,Malaysia,,,,,Full time,,,,
18852,Middle,Frontend,Indonesia,,,,,Full time,,,1,
18853,Middle,,Australia,VIC,115000,135000,AUD,Full time,,,,
18857,Middle,Analytics,Philippines,,,,,Full time,,,,
18858,Junior,.NET,,,,,,Full time,Remote,,1,
18859,Middle,Google Cloud,Australia,VIC,,,,Full time,Hybrid,,,
18863,Middle,Quality Assurance,Philippines,,,,,Full time,Hybrid,,,
18866,Middle,,Australia,VIC,115000,135000,AUD,Full time,,,,
18870,,O365,Philippines,,,,,Full time,,,1,
18872,Middle,Software,Australia,VIC,115000,135000,AUD,Full time,,,,
18873,Middle,UiPath,Philippines,,100000,110000,PHP,Full time,Office,,2,
18874,Middle,Enterprise Resource Planning,Australia,VIC,,,,Full time,Hybrid,,,
18875,Middle,Hardware,New Zealand,,,,,Full time,,,,
18876,Senior,C#,New Zealand,,109160,125390,NZD,Full time,,,,
18880,Middle,Azure,Australia,ACT,110,130,AUD,Contract/Temp,Hybrid,,,
18882,,Cybersecurity,Philippines,,55000,75000,PHP,Full time,,,,
18883,Senior,Cyber Security,New Zealand,,,,,Full time,,,5,
18885,Senior,Data Engineering,Australia,QLD,,,,Full time,,No,,
18886,Senior,Networks,Indonesia,,,,,Full time,Hybrid,,4,
18887,Senior,Security,Australia,NSW,140000,160000,AUD,Full time,,,,
18888,,,Australia,VIC,70000,80000,AUD,Full time,,,1,
18889,Middle,Data,Hong Kong,,40000,55000,HKD,Full time,,,,
18891,Senior,IT Audit,Thailand,,120000,120000,,Full time,Office,,,
18892,Senior,SAP HCM Payroll,Australia,NSW,900,1000,AUD,Contract/Temp,,,,
18894,Senior,UX/UI,Thailand,,,,,Full time,,,6,
18895,Middle,Customer Success,New Zealand,,65000,85000,NZD,Part time,Hybrid,,,
18896,Lead,AV Commissioning,New Zealand,,,,,Full time,Hybrid,,,
18897,Middle,,Philippines,,,,,Full time,,,1,
18899,Senior,IT Support,New Zealand,,,,,Full time,Hybrid,,,
18900,Senior,,New Zealand,,,,,Contract/Temp,,No,,
18902,Middle,QA,Hong Kong,,,,,Full time,,,,
18905,Junior,iOS,Indonesia,,,,,Full time,,,0,
18906,Middle,IT Project Management,Australia,NSW,,,,Contract/Temp,Hybrid,,,
18907,Junior,Telecommunications,Australia,QLD,,,,Full time,,,2,
18909,Senior,Product Development,New Zealand,,,,,Contract/Temp,Hybrid,,5,
18912,,,Philippines,,,,,Full time,,,,
18914,Middle,Networks,Malaysia,,4500,5500,MYR,Full time,,,,
18915,Middle,Networks,Malaysia,,,,,Contract/Temp,,,,
18916,Middle,IT Operations,Australia,VIC,,,,Full time,Hybrid,,,
18918,Middle,Automation Testing,Philippines,,110000,110000,Php,Full time,Hybrid,,1,
18923,Middle,,Australia,VIC,115000,135000,AUD,Full time,,,,
18924,Senior,Ruby,New Zealand,,,,,Full time,Remote,,,
18925,,Excel,Philippines,,50000,70000,PHP,Full time,,,,
18929,Lead,SAP ABAP,Philippines,,,,,Full time,,,10,
18931,,Automation Testing,New Zealand,,,,NZD,Full time,,No,,
18933,,,New Zealand,,,,NZD,Full time,,No,3,
18934,Middle,ICT Support,New Zealand,,,,,Part time,,,,
18937,,Automation Testing,New Zealand,,1,,NZD,Full time,,,,
18939,Senior,Healthcare,Australia,QLD,180000,190000,AUD,Full time,Hybrid,No,5,
18940,,,New Zealand,,,,NZD,Full time,,No,3,
18941,Senior,Azure,Australia,QLD,130000,155000,AUD,Full time,Hybrid,,5,
18942,Middle,API,Philippines,,,,,Full time,,,3,
18944,,,New Zealand,,,,,Full time,,No,5,
18947,Senior,Salesforce,Australia,VIC,,,,Full time,,,,
18949,Middle,Data Analytics,Australia,ACT,,,,Contract/Temp,,,,
18952,Senior,Cyber Security,Australia,NSW,,,,Full time,Hybrid,,,
18955,,,Philippines,,,,,Full time,,,1,
18956,Senior,Information Security,Philippines,,200000,250000,PHP,Full time,,,,
18958,Middle,Project Management,Philippines,,,,,Full time,Remote,,1,
18959,Junior,,Malaysia,,,,,Full time,,,,
18962,Middle,Audio Visual,Australia,VIC,,,,Full time,,,2,
18965,Senior,,New Zealand,,,,NZD,Full time,,,3,
18968,,,Philippines,,,,,Full time,,,,
18969,Lead,,Australia,NSW,950,1050,AUD,Contract/Temp,Hybrid,,,
18971,Lead,,Australia,VIC,,,,Full time,,,,
18972,Middle,Business Analysis,Australia,TAS,,,,Contract/Temp,,,,
18973,Middle,Java,Singapore,,,,,Full time,,,3,
18977,Senior,Azure,New Zealand,,110000,140000,NZD,Full time,Office,No,4,
18980,,Information Security,Hong Kong,,,,,Full time,,,8,
