jobid,level,tech_specialisation,country,state,salary_from,salary_to,currency,type,mode,visa_sponsorship,work_experience_years,education_level
22537,Middle,Windows,Singapore,,,,,Full time,,,5,Diploma
22600,Middle,Infrastructure,Singapore,,,,,Full time,,,3,Diploma
7502,Middle,Networks,Indonesia,,,,,Full time,,,1,Diploma
2532,Junior,Golang,Indonesia,,2500000,3500000,IDR,Full time,,,,Diploma
6429,Middle,Web Development,Indonesia,,2500000,3500000,IDR,Contract/Temp,Remote,,,Diploma
12167,Junior,,Indonesia,,,,,Full time,,,,Diploma
19772,Middle,.NET,Indonesia,,,,,Full time,,,2,Diploma
31481,Middle,Drone,Indonesia,,,,,Full time,,,,Diploma
2433,Middle,Web Development,Indonesia,,2500000,3500000,IDR,Contract/Temp,Hybrid,,,Diploma
13329,Junior,IT Support,Indonesia,,,,,Contract/Temp,,,,Diploma
14502,Middle,IT Support,Indonesia,,,,,Full time,,,,Diploma
26556,Middle,IT Support,Indonesia,,,,,Contract/Temp,,,,Diploma
1138,Junior,Systems Administration,Malaysia,,3500,5000,MYR,Full time,,,1,Diploma
15214,Junior,,Singapore,,,,,Contract/Temp,,,1,Diploma
10229,Lead,,Indonesia,,,,,Contract/Temp,,,3,Diploma
10276,Lead,Telecommunications,Indonesia,,,,,Contract/Temp,,,3,Diploma
10548,Senior,Telecommunications,Indonesia,,,,,Contract/Temp,,,3,Diploma
10779,Lead,Telecommunications,Indonesia,,,,,Contract/Temp,,,3,Diploma
12285,Junior,IT Support,Indonesia,,,,,Contract/Temp,,,2,Diploma
20154,Middle,GoLang,Indonesia,,,,,Full time,,,2,Diploma
32054,Junior,Hardware Repair,Indonesia,,,,,Full time,,,,Diploma
28316,Middle,DevOps,Indonesia,,,,,Full time,,,2,Diploma
8925,Junior,Networking,Indonesia,,,,,Full time,,,1,Diploma
1807,Middle,Testing,Indonesia,,5500000,7700000,IDR,Full time,Hybrid,,,Diploma
8884,Middle,Mobile Development,Indonesia,,,,,Full time,,,2,Diploma
9687,Junior,IT Support,Indonesia,,,,,Full time,,,1,Diploma
29498,Middle,Networks & Systems Administration,Singapore,,6000,8000,SGD,Full time,,,,Diploma
1922,Senior,Data Centre Operations,Hong Kong,,,,,Contract/Temp,,,5,Diploma
13739,Junior,,Singapore,,,,,Full time,,,3,Diploma
30961,Senior,Data Centre Operations,Hong Kong,,,,,Full time,,,2,Diploma
743,Junior,IT,Hong Kong,,,,,Full time,Office,,1,Diploma
15429,Junior,IT Support,Hong Kong,,,,,Full time,,,,Diploma
14445,Junior,C#,Hong Kong,,,,,Full time,,,1,Diploma
13549,,Mobile App Development,Hong Kong,,,,,Full time,,,1,Diploma
11245,Middle,Networks & Systems Administration,Indonesia,,5100000,7000000,IDR,Full time,,,3,Diploma
10374,,Healthcare,Indonesia,,,,,Full time,,,,Diploma
7728,Middle,Linux,Australia,ACT,,,,Full time,,,7,Diploma
7774,Middle,Audio System,Singapore,,3000,4000,SGD,Full time,,,3,Diploma
31415,Middle,Linux,Indonesia,,,,,Contract/Temp,,,,Diploma
20883,Middle,ICT,Malaysia,,,,,Full time,,,3,Diploma
22952,Middle,ICT,Malaysia,,,,,Full time,,,3,Diploma
9757,Senior,IT Support,Thailand,,,,,Full time,,,3,Diploma
20481,Junior,IT Support,Hong Kong,,,,,Full time,,,1,Diploma
20703,Junior,Network,Indonesia,,5000000,5200000,IDR,Contract/Temp,,,1,Diploma
11750,Junior,Linux Server Administration,Singapore,,3500,5000,SGD,Full time,,,,Diploma
13426,Senior,Microsoft Dynamics 365,Hong Kong,,,,,Full time,,,2,Diploma
26984,Junior,Oracle,Indonesia,,,,,Full time,,,1,Diploma
31131,Middle,Networks,Singapore,,4500,5000,SGD,Full time,,,,Diploma
11817,Middle,Electronics,Malaysia,,,,,Full time,,,,Diploma
3816,Junior,Networks & Systems Administration,Malaysia,,,,,Full time,,,1,Diploma
3841,Middle,Software Development,Malaysia,,,,,Full time,,,3,Diploma
13746,Middle,Hardware Support,Malaysia,,,,,Full time,,,1,Diploma
2085,,Genesys,Indonesia,,,,,Contract/Temp,,,,Diploma
18357,Middle,AWS,Singapore,,3333,5000,SGD,Full time,,,,Diploma
3811,Middle,Backend Development,Malaysia,,,,,Full time,,,2,Diploma
18749,Middle,Web Development,Malaysia,,,,,Full time,,,3,Diploma
5454,Junior,Microsoft 365 Administration,Malaysia,,,,,Full time,,,1,Diploma
10020,Middle,DX & Project Support,Singapore,,4000,4800,SGD,Full time,,,3,Diploma
10282,Middle,,Hong Kong,,,,,Full time,Office,,2,Diploma
2356,,Hardware,Hong Kong,,,,,Full time,,,2,Diploma
25422,Senior,IT Infrastructure,Singapore,,3000,4500,SGD,Full time,,,2,Diploma
29524,Senior,IT Infrastructure,Singapore,,3500,5000,SGD,Full time,,,2,Diploma
11258,Middle,IT Solutions,Indonesia,,15000000,18000000,IDR,Full time,,,3,Diploma
11778,Middle,System Support,Malaysia,,3000,3500,MYR,Full time,,,,Diploma
13889,Junior,Hardware,Singapore,,,,,Full time,,,1,Diploma
22978,Junior,ERP,Singapore,,,,,Full time,,,2,Diploma
23060,Middle,Data Center Operations,Hong Kong,,25000,30000,HKD,Contract/Temp,Office,,2,Diploma
27838,Middle,Networks & Systems Administration,Malaysia,,,,,Full time,,,2,Diploma
14135,Middle,IT Support,Malaysia,,2500,3500,MYR,Full time,,,3,Diploma
21608,Junior,Network Operations,Malaysia,,,,,Full time,,,2,Diploma
11743,Middle,IT Support,Singapore,,,,,Full time,,,,Diploma
22742,Middle,Microsoft,Singapore,,,,,Full time,,,,Diploma
5940,Middle,ERP,Malaysia,,3000,4000,MYR,Full time,,,,Diploma
31268,Senior,,Singapore,,,,,Full time,,,5,Diploma
1879,Middle,PHP,Malaysia,,3700,5500,MYR,Full time,,,3,Diploma
253,Junior,ASP.net,Singapore,,,,,Full time,,,2,Diploma
11213,Middle,Networks & Systems Administration,Singapore,,4000,6000,SGD,Full time,,,3,Diploma
30089,,Microsoft Office 365,Singapore,,,,,Full time,,,2,Diploma
16180,,,Hong Kong,,,,,Full time,,,3,Diploma
1978,Junior,ASP.NET,Malaysia,,4700,7000,MYR,Full time,Hybrid,,,Diploma
2319,Middle,User Management,Singapore,,2800,3500,SGD,Full time,,,,Diploma
9079,Senior,Network Administration,Singapore,,4200,5000,SGD,Full time,,,6,Diploma
22402,Middle,Microsoft 365,Malaysia,,2500,3500,MYR,Full time,,,2,Diploma
27351,Senior,Application & Data Analytics,Malaysia,,,,,Full time,,,3,Diploma
32624,Middle,IT,Singapore,,,,,Full time,,,2,Diploma
11523,,IT Support,Singapore,,2400,3000,SGD,Contract/Temp,Hybrid,,1,Diploma
15899,,,Singapore,,2500,3000,SGD,Contract/Temp,Hybrid,,1,Diploma
15906,Senior,Azure,Singapore,,4000,5500,SGD,Full time,,,3,Diploma
1174,,Android,Indonesia,,,,,Part time,,,,Diploma
1188,Junior,iOS,Indonesia,,,,,Part time,,,,Diploma
27742,Middle,Windows,Singapore,,2400,,SGD,Full time,,,3,Diploma
10141,Middle,Windows Servers,Singapore,,2400,2400,,Full time,,,3,Diploma
14192,Junior,Network Security,Philippines,,,,,Full time,,,0,Diploma
4957,Middle,IT Support,Hong Kong,,,,,Full time,,,4,Diploma
285,Junior,Java,Singapore,,3000,4000,SGD,Full time,,,1,Diploma
31839,Middle,VOIP,Singapore,,6500,8000,SGD,Full time,,,2,Diploma
1057,,Networks,Singapore,,2800,4000,SGD,Full time,,,4,Diploma
13969,Middle,Network,Hong Kong,,25000,37500,HKD,Full time,,,2,Diploma
101,Junior,,Singapore,,,,,Full time,,,1,Diploma
1081,Senior,Networks,Singapore,,2500,3700,SGD,Full time,,,1,Diploma
2013,,Engineering,Singapore,,3500,4200,SGD,Full time,,,1,Diploma
10509,,Networks,Singapore,,2800,4000,SGD,Full time,,,3,Diploma
23420,,IT Support,Singapore,,,,,Full time,,,2,Diploma
29614,,Networks & Systems Administration,Singapore,,,,,Full time,,,,Diploma
5631,Middle,Radio Network,Singapore,,3000,4500,SGD,Full time,,,,Diploma
10618,Middle,Unified Communications,Singapore,,3333,5000,SGD,Full time,,,3,Diploma
28472,Middle,Telecommunications,Australia,VIC,,,,Full time,,,,Diploma
28216,Middle,Telecommunications,Australia,NSW,,,,Contract/Temp,,,,Diploma
21133,Middle,Project Management,Singapore,,3800,4500,SGD,Full time,,,3,Diploma
12890,Junior,IT Support,Indonesia,,,,,Contract/Temp,,,1,Diploma
32005,Middle,IT Service Management,Indonesia,,,,,Contract/Temp,,,3,Diploma
4408,Middle,Help Desk & IT Support,New Zealand,,55000,70000,NZD,Full time,,,,Diploma
2042,,IT Support,Singapore,,,,,Full time,,,2,Diploma
5964,Junior,IT Support,Singapore,,,,,Full time,,,2,Diploma
7670,Senior,Database Management,Singapore,,,,,Full time,,,4,Diploma
8928,Middle,Salesforce,Singapore,,,,,Contract/Temp,Office,,,Diploma
10151,Middle,Microsoft 365,Singapore,,,,,Full time,,,,Diploma
10249,,IT Support,Singapore,,,,,Full time,,,3,Diploma
11217,Middle,,Malaysia,,3600,4200,MYR,Full time,,,3,Diploma
18148,,Networks,Indonesia,,9000000,12000000,IDR,Contract/Temp,,,2,Diploma
18576,,DevOps,Indonesia,,7000000,10000000,IDR,Full time,,,1,Diploma
20441,,Desktop Support,Singapore,,2700,3900,SGD,Contract/Temp,Office,,,Diploma
24185,Junior,Desktop Support,Singapore,,,,,Full time,,,1,Diploma
25500,Middle,IT Support,Singapore,,2500,3400,SGD,Contract/Temp,Office,,,Diploma
29398,Senior,Microsoft 365,Australia,QLD,,,,Full time,,,4,Diploma
31850,Middle,.NET,Singapore,,3500,4500,SGD,Full time,Office,,2,Diploma
32618,Middle,Desktop Support,Singapore,,,,,Contract/Temp,,,2,Diploma
2737,,Telecommunications,Malaysia,,2500,3500,MYR,Contract/Temp,,,,Diploma
32153,Junior,"PC, Laptop, and Printer Support",Malaysia,,,,,Full time,,,,Diploma
7827,Middle,,Singapore,,4000,5000,SGD,Contract/Temp,,,2,Diploma
1291,Junior,IT Support,Malaysia,,,,,Full time,,,,Diploma
1338,Middle,IT Support,Malaysia,,2100,3100,MYR,Full time,,,1,Diploma
24190,Middle,Linux,Singapore,,,,,Full time,,,1,Diploma
31367,Middle,IT Support,Singapore,,,,,Full time,,,5,Diploma
18259,Middle,Microsoft 365/SharePoint,Australia,WA,,,,Full time,,,,Diploma
5931,Middle,IT Support,Singapore,,2000,3000,SGD,Full time,,Yes,2,Diploma
9840,Middle,IT Support,Singapore,,,,,Full time,,,2,Diploma
10069,Middle,IT Support,Singapore,,,,,Full time,,,2,Diploma
13974,Middle,IT Support,Singapore,,,,,Full time,,,2,Diploma
22536,Middle,Web Development,Singapore,,,,,Full time,,,3,Diploma
24318,Middle,PHP,Singapore,,,,,Full time,,,1,Diploma
25367,Middle,IT Support,Hong Kong,,,,,Full time,,,2,Diploma
3719,Middle,Systems Administration,Singapore,,,,,Full time,,,2,Diploma
6616,Middle,.NET,Singapore,,,,,Full time,,,,Diploma
6546,Lead,Microsoft,Singapore,,3800,4500,SGD,Full time,,,3,Diploma
13073,Middle,Technical Support,Singapore,,,,,Full time,,,,Diploma
18495,Junior,IT Support,Malaysia,,,,,Full time,,,2,Diploma
9730,Junior,IT Security,Singapore,,,,,Full time,,,,Diploma
27375,Middle,Network,Hong Kong,,,,,Full time,,,2,Diploma
17849,Middle,Salesforce,Singapore,,4000,5000,SGD,Full time,,,2,Diploma
12181,Middle,IT Support,Singapore,,,,,Contract/Temp,,,2,Diploma
711,Junior,Jotform,Singapore,,11,12,SGD,Part time,,,,Diploma
1287,Junior,IT Support,Australia,WA,,,,Full time,,No,,Diploma
4414,,Navision,Singapore,,4000,6000,SGD,Full time,,,,Diploma
353,Middle,Networks,Singapore,,3500,4500,SGD,Full time,,,2,Diploma
15265,Junior,Network,Singapore,,2700,3200,SGD,Full time,,,,Diploma
29957,Middle,Microsoft 365,New Zealand,,65000,80000,NZD,Full time,Office,,3,Diploma
10091,Middle,IT Support,New Zealand,,62400,65000,NZD,Full time,,,2,Diploma
284,Middle,Unix,Singapore,,2700,4000,SGD,Full time,,,,Diploma
18411,Middle,Desktop Support,Singapore,,2600,3900,SGD,Full time,,,3,Diploma
21960,Middle,IT Support,Singapore,,,,,Full time,,,2,Diploma
26726,Senior,IT Operations,Singapore,,,,,Full time,,,,Diploma
103,Middle,Networking,Singapore,,,,,Full time,Office,,,Diploma
14512,Middle,IT Support,Malaysia,,,,,Full time,,,1,Diploma
14796,Lead,,Singapore,,,,,Contract/Temp,,,5,Diploma
30629,Middle,IT Support,Hong Kong,,19000,24000,HKD,Full time,,,3,Diploma
31973,,IT Support,Hong Kong,,,,,Full time,,,3,Diploma
14790,,,Malaysia,,,,,Full time,,,,Diploma
8534,,IT,Malaysia,,,,,Full time,,,1,Diploma
16181,,,Malaysia,,,,,Full time,,,1,Diploma
9558,Junior,IT Support,Singapore,,,,,Full time,,,,Diploma
7981,Middle,ICT Support,Australia,ACT,,,,Contract/Temp,,,2,Diploma
17470,Senior,Microsoft,Australia,WA,,,,Full time,,,3,Diploma
7296,,ICT,Singapore,,,,,Full time,,,2,Diploma
14748,Middle,ICT,Singapore,,2400,3500,SGD,Full time,,,2,Diploma
17599,,Microsoft 365,Singapore,,,,,Full time,,,5,Diploma
28893,Junior,Networks & Systems Administration,Singapore,,3000,3100,SGD,Full time,,,,Diploma
26728,,Telecommunications,Australia,VIC,,,,Full time,,No,2,Diploma
4848,Junior,Microsoft,Australia,NSW,,,,Full time,Office,,,Diploma
29525,,Microsoft,Australia,WA,65000,90000,AUD,Full time,Office,,5,Diploma
3678,Middle,ICT,Australia,NSW,,,,Full time,,,1,Diploma
15716,Junior,IT Support,Hong Kong,,,,,Full time,,,1,Diploma
15137,Middle,Satellite Operations,New Zealand,,,,,Full time,,,,Diploma
3056,Senior,Project Management,Hong Kong,,,,,Full time,,,1,Diploma
4829,Junior,IT Support,Hong Kong,,,,,Full time,,,,Diploma
5219,,Huawei,Hong Kong,,50000,60000,HKD,Full time,,,5,Diploma
9670,Senior,IT Support,Hong Kong,,,,,Full time,,,3,Diploma
19588,Junior,IT Support,Hong Kong,,18000,22000,HKD,Full time,Office,,1,Diploma
20561,Middle,UAT Testing,Hong Kong,,20000,25000,HKD,Contract/Temp,,,,Diploma
20753,,,Hong Kong,,,,,Full time,,,1,Diploma
20880,Junior,IT Support,Hong Kong,,,,,Full time,,,,Diploma
21717,Junior,,Hong Kong,,,,,Full time,,,2,Diploma
21749,Junior,IT Support,Hong Kong,,17000,21000,HKD,Full time,,,1,Diploma
23417,Junior,IT Support,Hong Kong,,,,,Full time,,,,Diploma
24870,Junior,IT Support,Hong Kong,,,,,Full time,,,,Diploma
24872,Junior,Help Desk & IT Support,Hong Kong,,,,,Full time,,,,Diploma
28927,Junior,,Hong Kong,,,,,Full time,,,,Diploma
29815,Middle,Networks & Systems Administration,Hong Kong,,18000,20000,HKD,Full time,,,,Diploma
30871,Junior,,Hong Kong,,,,,Full time,,,1,Diploma
30953,,Fire Safety and Security Solutions,Hong Kong,,16000,20000,HKD,Full time,,,,Diploma
13799,Junior,Help Desk,Hong Kong,,,,,Full time,,,1,Diploma
18593,Middle,IT Support,Hong Kong,,,,,Full time,,,3,Diploma
30173,Junior,Web Development,Hong Kong,,,,,Full time,,,,Diploma
5641,Senior,JavaScript,Hong Kong,,,,,Full time,,,,Diploma
13477,Junior,Technical Support,Hong Kong,,,,,Full time,,,2,Diploma
12103,Middle,IT Infrastructure,Hong Kong,,,,,Full time,,,2,Diploma
4453,Middle,IT Support,Hong Kong,,,,,Contract/Temp,Office,,3,Diploma
20614,Middle,Networking,Hong Kong,,30000,33000,HKD,Full time,,,2,Diploma
26213,Junior,IT Support,Hong Kong,,,,,Full time,,,1,Diploma
26763,,Network,,,,,,Full time,,,,Diploma
31936,Junior,Help Desk,Hong Kong,,,,,Full time,,,1,Diploma
26112,Middle,System Administration,Hong Kong,,,,,Full time,Office,,3,Diploma
2497,Junior,Testing,Hong Kong,,,,,Full time,,,2,Diploma
30325,Lead,Testing,Hong Kong,,,,,Full time,,,7,Diploma
14551,Junior,,Hong Kong,,,,,Full time,,,1,Diploma
17995,Middle,IT Support,Hong Kong,,,,,Full time,,,3,Diploma
17195,Senior,Android,Hong Kong,,,,,Full time,,,3,Diploma
14007,,Network Engineering,Hong Kong,,,,,Full time,,,3,Diploma
9597,Middle,UX/UI,Hong Kong,,,,,Full time,,,2,Diploma
9310,Senior,NOC Engineer,Hong Kong,,,,,Full time,,,3,Diploma
3909,Middle,SQL,Singapore,,2650,3600,SGD,Full time,,,3,Diploma
714,Junior,IT Support,Hong Kong,,18000,55000,HKD,Full time,,,1,Diploma
20218,Junior,IT Support,Hong Kong,,,,,Full time,,,1,Diploma
5715,Middle,IT Management,Malaysia,,6000,7000,MYR,Full time,,,5,Diploma
9532,Junior,IT Support,Hong Kong,,,,,Full time,,,,Diploma
4163,,IT Support,Hong Kong,,,,,Full time,,,,Diploma
31485,Middle,IT Support,Hong Kong,,,,,Full time,,,3,Diploma
21515,Senior,Microsoft,Hong Kong,,,,,Full time,,,4,Diploma
6580,Middle,IT Support,Hong Kong,,,,,Full time,Office,,,Diploma
32096,Middle,Security,Hong Kong,,30000,45000,HKD,Full time,,,,Diploma
21449,Senior,JavaScript,Hong Kong,,30000,35000,HKD,Full time,,,3,Diploma
20604,Junior,IT,Singapore,,3000,3500,SGD,Contract/Temp,,,1,Diploma
24754,Middle,Plastic Injection,Malaysia,,,,,Full time,,,1,Diploma
4406,,,Indonesia,,8000000,12000000,IDR,Contract/Temp,,,3,Diploma
10109,Junior,Java,Indonesia,,5000000,7000000,IDR,Full time,,,,Diploma
11188,Middle,IT Infrastructure,Indonesia,,6000000,8500000,IDR,Full time,,,5,Diploma
25356,Junior,Healthcare,Singapore,,3000,4100,SGD,Full time,Office,,1,Diploma
26373,,AV,Singapore,,4500,5500,SGD,Full time,,,2,Diploma
26977,,SAP HANA,Indonesia,,11000000,16000000,IDR,Full time,,,,Diploma
29547,Junior,Healthcare IT,Singapore,,3200,4500,SGD,Full time,Office,,1,Diploma
11389,,Network Security & Compliance,Indonesia,,,,,Full time,Office,,,Diploma
11367,,Endpoint Security,Indonesia,,,,,Full time,Office,,,Diploma
11381,,Access Management,Indonesia,,,,,Full time,Office,,,Diploma
3707,Senior,Storage & Backup,Singapore,,,,,Full time,,,5,Diploma
22261,Junior,Microsoft Windows,Malaysia,,3000,4200,MYR,Full time,,,,Diploma
29853,Senior,IT Support,Singapore,,4000,5000,SGD,Full time,,,5,Diploma
11625,Junior,IT,Malaysia,,,,,Full time,,,,Diploma
2549,Middle,Microsoft Active Directory,Singapore,,4500,5800,SGD,Contract/Temp,,,3,Diploma
2783,Middle,PHP,Indonesia,,,,,Full time,,,2,Diploma
4132,Senior,.NET,Malaysia,,6000,9000,MYR,Full time,,,,Diploma
4304,Middle,Hardware,Singapore,,3000,4500,SGD,Full time,,,3,Diploma
4506,Middle,Infrastructure,Hong Kong,,35000,50000,HKD,Full time,,,3,Diploma
5409,Senior,IT Support,New Zealand,,90000,,NZD,Full time,,,5,Diploma
5461,Junior,Help Desk & IT Support,Malaysia,,,,,Full time,,,0,Diploma
6066,Junior,DevOps,Malaysia,,3600,5400,MYR,Full time,Office,,,Diploma
6631,Middle,PHP,Indonesia,,,,,Full time,,,,Diploma
9728,,Network,Indonesia,,5000000,7500000,IDR,Full time,,,,Diploma
11987,,,Malaysia,,2400,2800,MYR,Full time,,,1,Diploma
13882,Middle,Software Development,Indonesia,,4700000,7000000,IDR,Full time,,,,Diploma
14403,Middle,IT Support,Malaysia,,,,,Full time,,,,Diploma
18156,Middle,VDI,Singapore,,5000,7000,SGD,Full time,,,3,Diploma
20053,Middle,Networking,Malaysia,,,,,Contract/Temp,,,5,Diploma
20845,Junior,Networking,Malaysia,,,,,Full time,,,0,Diploma
22055,Middle,Cloud Computing,Singapore,,,,SGD,Full time,,,,Diploma
22630,Junior,Mobile App,Malaysia,,800,1000,MYR,Contract/Temp,,,,Diploma
23000,Junior,Web Development,Indonesia,,,,,Full time,,,1,Diploma
23236,,,Singapore,,3500,4500,SGD,Contract/Temp,,,,Diploma
25417,Junior,IT Support,Indonesia,,,,,Contract/Temp,,,1,Diploma
27366,Junior,IT Support,Malaysia,,,,,Contract/Temp,,,1,Diploma
27443,Middle,,Indonesia,,,,,Full time,,,,Diploma
29412,Junior,,Singapore,,,,,Full time,,,,Diploma
29788,Middle,Network Security,Indonesia,,,,,Full time,,,2,Diploma
30906,Middle,,Indonesia,,3500000,3750000,IDR,Contract/Temp,,,,Diploma
31022,Junior,IT Support,Indonesia,,,,,Full time,,,,Diploma
31354,Junior,Kubernetes,Singapore,,,,,Contract/Temp,,,,Diploma
31826,Middle,Salesforce,Singapore,,3000,4500,SGD,Full time,,,3,Diploma
32058,Middle,MES,Singapore,,,,,Full time,,,,Diploma
32249,Junior,Testing & Quality Assurance,Indonesia,,5800000,6100000,IDR,Contract/Temp,,,1,Diploma
9378,Middle,Uni-App,Malaysia,,8000,12000,MYR,Full time,,,2,Diploma
17582,Middle,Kubernetes,Malaysia,,12000,18000,MYR,Full time,,,3,Diploma
17730,Middle,Java,Malaysia,,12000,18000,MYR,Full time,,,3,Diploma
30908,Middle,IT Support,Indonesia,,,,,Full time,,,5,Diploma
21913,Middle,AWS,Singapore,,5500,8500,,Full time,Office,,3,Diploma
12739,Junior,VB6,Malaysia,,2700,3400,MYR,Full time,,,1,Diploma
24181,Junior,Help Desk,Indonesia,,5200000,6000000,IDR,Full time,,,1,Diploma
7060,Middle,Network Systems Administration,Indonesia,,,,,Full time,,,1,Diploma
9342,Middle,Vue,Malaysia,,8000,12000,MYR,Full time,,,2,Diploma
31841,Middle,Network Administration,Indonesia,,,,,Full time,,,3,Diploma
30673,Middle,Systems Administration,Singapore,,,,,Full time,,,3,Diploma
28663,Middle,Microsoft Dynamics CRM,Singapore,,,,,Full time,Office,,2,Diploma
21766,Middle,Microsoft Dynamics CRM,Singapore,,,,,Full time,Office,,2,Diploma
17872,,IT Support Operations,Malaysia,,,,,Contract/Temp,,,2,Diploma
29322,Middle,Software Development,Singapore,,2500,3500,SGD,Full time,Office,,,Diploma
18640,Junior,IT Generalist,Malaysia,,,,,Full time,,,,Diploma
13679,Middle,Oracle,Indonesia,,,,,Full time,,,3,Diploma
8132,Junior,Web Development,Malaysia,,600,800,MYR,Part time,,,,Diploma
3232,Junior,C#,Indonesia,,5333333,8000000,IDR,Full time,Hybrid,,,Diploma
28635,Junior,ASP.Net,Indonesia,,6000000,9000000,IDR,Full time,,,1,Diploma
4360,Middle,Networks & Systems Administration,Indonesia,,7000000,10000000,IDR,Full time,,,2,Diploma
709,Junior,Information Technology,Malaysia,,,,,Contract/Temp,,,,Diploma
90,Middle,Network Administration,Singapore,,,,,Full time,,,3,Diploma
7677,Middle,Cloud Computing,Singapore,,2500,3200,SGD,Full time,,,,Diploma
30930,Middle,Microsoft Dynamics Navision,Singapore,,4000,6000,SGD,Full time,,,,Diploma
24316,Senior,Database Administration,Singapore,,,,,Full time,,,3,Diploma
26502,Junior,Web Development,Malaysia,,500,800,MYR,Part time,Hybrid,,,Diploma
26557,Junior,IT System Support,Malaysia,,500,800,MYR,Part time,,,,Diploma
237,,Networking,Singapore,,4000,5500,SGD,Full time,,,2,Diploma
9702,,Linux,Indonesia,,5000000,6200000,IDR,Full time,,,0,Diploma
10449,Junior,Avaya Voice,Malaysia,,2500,3500,MYR,Full time,,,1,Diploma
13280,Middle,,Malaysia,,3800,4500,MYR,Full time,,,,Diploma
18779,Junior,IT,Malaysia,,,,,Full time,,,,Diploma
28034,Junior,Infrastructure Operations,Malaysia,,3400,5000,MYR,Full time,Office,,1,Diploma
30894,Junior,IT Support,Malaysia,,2500,3000,MYR,Full time,,,,Diploma
32736,Senior,Data Analytics,Singapore,,,,,Full time,,,5,Diploma
8119,Middle,BASE24,Singapore,,,,,Full time,,,5,Diploma
8900,Middle,Microsoft CRM,Singapore,,,,,Full time,,,,Diploma
29796,Middle,Systems Engineering,Singapore,,,,,Full time,,,,Diploma
11912,Senior,Drives,Singapore,,5500,8000,SGD,Full time,,,5,Diploma
795,Senior,Solaris and RHEL,Singapore,,6000,6700,SGD,Contract/Temp,,,4,Diploma
11774,,,Hong Kong,,,,,Full time,,,4,Diploma
32245,Junior,Technical Support,Hong Kong,,,,,Full time,,,2,Diploma
383,Middle,Dynamics 365,Singapore,,4000,5500,SGD,Full time,Office,,3,Diploma
